Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linepasteur,linepig,linenutshell,linecpa,lineexcel,linemore,linedunk,linecpa2,linepyth,lineelo,lineeff,linesaggm,linel2,linebmc,linel1,linel2h,linefox,lineca,linebihl,lineesp2,linesage,linesagp,linepi,linemidweek,lineopen,linemds,linecurry,linejohns,linemass,linecoff,linetalis,lineesp,lineturner,linedonchess,linepim,linelog,linepugh,lineshark,linemed,linekerns,linejens,lineash,lineffw,lineburd,linemrr,linedok,linepib,linest,linecovers,lineround,lineclean,linewhatif,lineespn,linerwp,linedwig,lineps,linegametime,lineshadow,linedoi,linexwp,linelinx,linecombo,linegirl,linestjohn,lineppg,linel2to,linelock,linefeng,lineiron,linekalin,linenseye,linestd,rscore,hscore,week
Tampa Bay,N.Y. Giants,-1.5,-3.6,-2.39,-2,-6.57,-2.41,0.55,-2,-3.3,-7.61,-10,-5.46,-5.95,-1.21,-0.65,-0.89,0.05,-3.72,-2.51,,2.57,-16.91,-4,-1.5,-2.8,-1.9,-3.45,-3.83,-4.3,-3,-1.5,1.55,-0.74,-4.43,-3.22,-0.18,-5.12,-1.3,-1.27,-0.36,-2.8,3.38,-4.41,,-2.3,,-0.9,-4,-3,-2.2,,-3.74,-4.3,1.5,0.01,-1,2.5,-5,-1.35,-3.18,-3.45,-0.6,0.5,-4,0.66,,-2.13,-4.5,,-1.31,-1.59,1.28,,-1.7,-1.31,-2.11,,2.420682975,32,18,9
Baltimore,Jacksonville,6,9.19,5.07,7,15.46,7.63,2.83,9,5.5,5.2,8,7.89,8.6,6.48,6,7.5,5.48,8.93,8.29,,7.1,11.43,11,6,8.89,5.2,8.83,9.4,14.2,5.5,6,5.92,9.47,5.96,8.61,6.66,6.62,4.9,3.16,10.15,9.9,0.99,8.1,,8,,8.7,10,9,7.2,,8.03,14.2,9.5,3.5,7,5,2.2,9.63,4.29,8.95,8.5,9,5,5.66,,6.34,5,,5.73,4.5,8.05,,11.8,8.35,7.99,,2.6111786171,22,20,10
Cincinnati,Houston,10.5,13.3,13.36,19,12.51,13.71,9,13,14.8,16.53,10,18.64,7.52,17.01,12.35,17.24,10.5,13.84,7,,7,7,15,11,20.93,12.1,13.56,13.22,14.4,10.5,12,10.38,21.35,16.66,14.43,18.12,7.93,13.7,15.76,18.05,14.1,7,20.23,,13.7,,17.4,12,11,19.8,,12.02,15.8,14,13.5,21,1,11.1,10.51,14.53,19.35,16,10,19,10.98,,16.69,14,,12.87,8.88,16.29,,11.8,9.69,9.75,,4.1055420294,10,6,10
Denver,Kansas City,4.5,7.15,7.03,10,7.03,6.94,1.33,6,3.6,5.57,4,5.4,10.47,13.07,6.77,6.56,5.67,8.93,6.51,,10.3,6.83,5,5,9.29,6,9.18,6.28,9.6,6,7,4.26,7.58,7.16,7.41,9.97,2.29,5.4,13.34,7.25,7.9,10.88,5.29,,7,,10.6,4,5,3.2,,7.46,8.7,6,7.5,7,7,8.5,2.19,8.23,6.55,8.4,7.5,7,9.38,,9.09,6,,4.07,1.63,6.85,,8,5.16,5.73,,2.5056644789,29,13,10
Green Bay,Detroit,10.5,13.84,22.53,18,15.12,13.85,2.75,13,13.2,15.29,22,15.12,8.89,10.67,13.04,14.07,11.16,14.33,16.56,,14.29,7,17,11.5,18.61,12.5,14.17,13.71,11.7,11.5,12,12.87,18.89,15.06,13.97,15.41,12.3,13.5,14.29,16.76,12.7,7,17.64,,13.71,,16.4,11,12,17.9,,13.42,12.6,13,14.5,20,3,17.6,10.07,14.93,18.4,13.6,12.5,20,12.39,,12.81,14,,12.08,8.75,11.71,,11.7,10.68,9.73,,3.6694693114,18,16,10
N.Y. Giants,New England,-7,-7.12,-7.74,-13,-11.32,-8.79,-7.75,-5,-8.5,-14.24,-6,-9.41,-10.56,-10.8,-4.17,-7.37,-4.22,-7.09,-11.48,,-5.3,-10.24,-11,-7,-10.04,-6.5,-6.44,-7.45,-9.4,-7,-7,-5.06,-12.98,-8.44,-9.2,-9.17,-8.02,-5.9,-5.84,-10.95,-9.9,-7,-13.67,,-8.9,,-7.8,-9,-9,-9.7,,-9.8,-9.4,-11,-7,-14,0.5,-14.1,-9.02,-8.73,-10.8,-8.9,-6.5,-17,-6.47,,-8.42,-9,,-8.77,-5.06,-13.56,,-7.9,-5.72,-6.69,,3.0100632856,27,26,10
N.Y. Jets,Buffalo,2.5,3.02,1.38,5,1.78,3.3,3.66,3,6.8,5,-3,3.54,5.04,5,4.76,4.14,4.42,3,0.89,,6.34,-3.33,2,2.5,5.56,3.1,2.56,3.28,1.7,2.5,3.5,3.89,1.55,4.66,2.51,4.82,-3.17,3.7,5.56,4.36,1.6,-1.42,4.12,,3.42,,6.9,0.01,1,3.1,,4.58,2.4,4.5,3,4,2.5,1,2.83,4.21,5.65,5.8,3,5,3.42,,3.57,6,,6.91,0.88,-0.59,,2.3,1.41,1.52,,2.0603353884,22,17,10
Oakland,Minnesota,3,0.84,2.95,-1,-2.21,1.22,2.39,1,-2.2,2.85,3,0.14,-1.37,5.68,0.31,2.87,0.75,0.58,4.51,,3.16,8.83,0.01,3,4,1.5,0.09,1.2,-2.6,3,3,2.14,-0.08,3.16,1.1,0.51,-4.4,0.1,-1.78,1.26,2.2,-2.2,4.63,,1.1,,4.6,-2,-1,3.8,,1.71,-3.3,5.5,1.5,4,6.5,-1.4,1.14,0.09,5.75,1.9,-0.5,3,0.27,,-2.95,-2,,3.33,7.63,3.22,,-0.2,-0.29,-0.69,,2.5564536463,30,14,10
Philadelphia,Miami,5.5,7.35,10.57,8,6.37,7.91,8.86,9,7.2,8.51,9,9.11,4.05,5.13,8.45,9.21,6.96,6.25,8.32,,4.48,7,11,6,9.8,8.2,6.47,7.8,9.2,6.5,6,10.62,13.96,8.26,7.24,8,11.48,9.9,5.56,7.95,7.8,2.62,10.11,,8,,10.7,8,9,12.6,,9.34,10.5,11,6,11,6.5,-1,7.48,6.53,9.05,10.5,6,10,3.35,,7.21,7,,5.84,4.75,4.32,,7.9,7.4,6.16,,2.4899869313,20,19,10
Pittsburgh,Cleveland,5.5,10.89,15.47,12,11.2,10.57,6.27,10,13.2,12,10,13.11,13.16,10.14,9.94,8.89,8.07,10.77,12.22,,9.63,7,12,7,12.95,7,10.5,11.11,11.6,4.5,4.5,9.41,15.62,11.16,11.31,11.54,10.73,9.5,9.72,10.75,12.7,9.57,13.7,,10.8,,12.9,9,11,13.1,,8.95,11.7,11,8.5,16,5.5,8.5,7.14,10.22,11.95,10.8,5.5,12,6.51,,10.29,12.5,,6.68,5.22,9.27,,11.6,8.99,8.19,,2.4151789693,9,30,10
Seattle,Arizona,3,1.94,0.1,-0.25,8.34,0.54,2.42,2,-0.1,-6.75,3,-4.4,4.92,-1.15,-1.73,-0.82,-1.22,2.11,-5.19,,-6.3,-7.53,4,3,-2.06,2.5,2.97,1.16,2.3,3,3.5,5.14,3.51,-1.44,2.62,-1.31,7.7,2,-1.16,1.95,1.9,-3.25,-4.72,,1.16,,3.8,1,3,1.6,,1.93,1,0.01,1.5,-2,1,-4.3,-0.99,-2.19,-0.8,0.2,5,-10,2.92,,3.9,-0.5,,-1.33,-10,-2.3,,4.4,1.89,3.75,,3.6676899566,39,32,10
St. Louis,Chicago,7,7.36,9.72,7,8.33,7.63,4.36,6,5.1,9.37,6,10.39,11.16,6.04,8.43,7.64,6.54,6.44,10.24,,9.22,15.06,14,7,10.63,7.8,6.16,7.99,5.2,7,7,9.58,11.15,7.76,7.99,7.46,5.8,7.5,5.4,8.16,6.1,2.31,10.83,,7.7,,10.5,5,10,12.3,,7.64,5.2,9,8,11,-0.5,2.7,6.86,6.06,9.3,7.3,8,8,5.74,,5.34,7,,4.1,0.88,10.4,,7.7,7.94,7.15,,2.5870636455,37,13,10
Tampa Bay,Dallas,-1,-3.43,-4.27,1,-8.16,-1.5,2.88,-1,2.8,-4.63,-19,-2,3.66,1.49,2.99,0.57,3.19,-3.48,0.45,,-2.87,-8.48,-6,-1,-0.54,1.2,-2.5,-3.92,-8.5,1.5,1,2.05,0.2,-2.14,-4.24,1.66,-4.87,0.8,6.15,-0.25,-6.2,7.31,-3.16,,-1.15,,-1.5,-5,-5,-4.9,,-2.64,-8.3,-1,1.5,-2,2,-1,-1.85,-0.29,-1.15,0.1,0.5,-2,0.54,,1.7,2,,1.09,4.63,-2.38,,-4.6,-1.5,-2.53,,3.9438870524,6,10,10
Tennessee,Carolina,-4.5,-8.54,-14.02,-14,-12.43,-9.11,-3.65,-6,-9.4,-11.33,-7,-6.19,-13.14,-8.75,-4.4,-9.74,-2.57,-9.96,-10.86,,-13.42,-11.86,-13,-5.5,-10.54,-7,-10.48,-7.72,-8.9,-5.5,-6.5,-5.44,-19.69,-10.74,-12.34,-12.68,-13.1,-9.6,-11.31,-10.95,-9.3,-7,-10.68,,-9.3,,-12.3,-7,-7,-12.8,,-4.8,-9.6,-6,-6,-15,0.5,-7.6,-4.17,-12.8,-9.05,-9.5,-4.5,-9,-6.85,,-12.36,-8.5,,-3.57,-6.63,-6.18,,-6.5,-5.57,-6.96,,3.6315860315,27,10,10
Washington,New Orleans,1,1.28,0.33,1,-2.71,0.87,-2.56,1,4.7,2.08,-3,3.7,-3.47,8.2,1.41,2.35,1.86,1.11,0.23,,-7,-3.48,3,1,4.2,0.7,0.93,1.46,0.4,-1,0,1.86,1.77,1.26,-1.32,1.66,0.11,3,1.45,-0.15,2.5,0.79,2.42,,1,,4.9,2,-1,5.1,,2.23,0.4,1,1,4,-1,-4.2,0.35,0.06,4.55,0.2,1.5,1,2.93,,-0.13,4,,1.11,-5.03,-0.03,,-1.5,0.88,-0.7,,2.58910825,14,47,10
Arizona,Cincinnati,4.5,2.32,-0.21,-0.25,3.89,2.89,2.08,6,8,0.62,2,4.02,2.5,-3.2,3.64,4,3.43,1.22,3.36,,3.13,-0.6,6,4.5,,2.9,1.32,2.95,6.5,5,3.5,2.73,4.15,0.56,0.98,1.69,0.23,2.8,0.73,2.84,5.4,0.75,3.16,,2.87,,4.2,3,5,7.6,,4.05,7.2,3,2,2,5.5,-3.6,7.16,-0.37,-1.05,-0.1,3.5,3,2.03,,1.16,5.5,,2.27,9.44,2.99,,2,4.14,2.67,,2.4811935801,31,34,11
Atlanta,Indianapolis,4.5,2.93,4.14,5,2.93,3.39,4.5,3,2.2,3.29,3,5.09,7.49,1.76,7.97,1.04,6.68,3.28,4.14,,2.79,2.19,1,4.5,,1.7,2.08,3.35,0.6,6,6.5,2.4,-4.05,4.56,1.55,4.3,1.97,-2.6,7.04,5.44,0.01,0.16,4.5,,3.44,,5.3,3,2,-5.3,,4.62,0.5,7,5,5,5,5.8,5.12,4.9,4.6,4,5,9,3.53,,-1.5,7,,5.09,5.22,2.57,,0.2,3.19,0.4,,2.7380422302,24,21,11
Baltimore,St. Louis,3,2.61,1.46,-0.25,6.98,1.71,-0.03,3,-0.9,-0.68,6,-0.17,-1.11,-1.24,2.7,-0.3,2.77,2.26,2.11,,-2.8,-2.9,2,3,,-0.4,2.55,2.64,7.7,2.5,1.5,2.22,-5.6,0.66,1.58,-1.47,0.59,-2.4,-0.58,3.14,6,-1.84,1.16,,1.52,,1.9,5,5,2,,0.87,7,0.5,-0.5,0.01,8.5,-3.7,7.79,-1.95,-0.1,1.3,2,1,1.81,,1.36,-1.5,,1.26,6.89,5.45,,5.4,3.07,2.81,,2.9422039281,13,16,11
Carolina,Washington,7,8.59,10.33,14,7.86,9.69,9.02,8,9.2,9.04,10,7.36,11.18,10.33,8.96,9.68,7.49,10.18,4.87,,16,12,8,7.5,,6.6,10.26,7.93,11.5,7,7.5,6.7,16.22,10.96,11.64,12.19,13.27,6.1,14.64,10.03,12,10.18,8.27,,9.83,,12.6,8,9,6,,7.21,12.8,7,10.5,13,3.5,12,8.77,12.11,11.2,10.3,8.5,12,6.09,,14.95,8.5,,5.33,7.56,3.73,,10.6,8.31,9.98,,2.8290279219,16,44,11
Chicago,Denver,-1.5,-5,-3.62,-6,-7.12,-2.75,3.75,0.01,2.3,-5.72,-8,-4.03,-3.08,-4.95,-2.71,1.21,-0.94,-6.06,-4.74,,-5.33,-11.4,-5,-1.5,,-0.9,-4.73,-5.18,-2.6,1,0,-2.06,-0.49,-3.24,-4.93,-1.76,-6.15,0.3,-3.67,-3.67,-1.4,-5.15,-2.99,,-3.09,,0.1,-6,-5,5.9,,-1.17,-1,-1,-2.5,-4,-0.5,-7.4,1.95,-4.64,-6.7,-4.7,2.5,-1,-3.35,,-1.56,0.5,,-0.24,1.33,-5.58,,-6.1,-3.09,-0.68,,2.9343323479,17,15,11
Detroit,Oakland,0,0.28,-3.8,-2,4.93,-0.47,0.14,2,1,-5.89,8,-3.31,1.48,4.33,-2.56,-1.48,-1.56,0.47,-4.48,,-4.83,-10.96,1,0,,-1.7,0.72,0.03,5.3,-1,0,0.78,-1.43,-2.74,-0.59,-0.96,5.08,-2,-0.19,0.44,1.2,-0.2,-4.8,,-0.39,,1.8,3,4,-2.9,,-0.69,7.8,-2,-4,-4,3.5,-11.9,2.69,-4.13,-9.75,-2.7,3,-11,-2.24,,5.24,3.5,,-3.52,-4.67,-2.43,,3.2,1.84,3.19,,3.9837536454,13,18,11
Houston,N.Y. Jets,-3.5,-0.28,-3.53,-1,2.19,0.08,0.55,4,-2.4,-3.06,2,-3.97,5.28,-2.55,-1.8,2.85,-0.35,-0.1,-0.9,,5.11,4.55,2,-2.5,,0.1,1.81,-1.35,0.4,,-3,-0.06,4.45,-2.64,-0.51,1.08,0.68,2.8,2.39,0.24,1.7,2.6,-4.02,,-0.03,,2.2,0.01,3,4.9,,-1.55,1,0.5,-1.5,-2,2,-5.4,-3.22,-1.95,-4.5,-0.4,1.5,-5,-3.51,,4.48,-5,,-2.24,-1.67,-0.22,,2.2,1.99,3.23,,2.7106795018,17,24,11
Jacksonville,Tennessee,3,3.75,-2.71,6,0.84,3.51,2.14,4,4.3,-0.5,4,2.16,-1.54,-1,2.31,5.23,2.54,3.88,0.83,,3.85,-0.64,7,3,,4.9,3.94,3.68,2.8,3,3,4.61,9.66,4.46,3.37,4.97,4.36,6.9,5.46,5.64,6.2,3,4.28,,3.72,,9.4,2,7,10.3,,2.31,2.8,2,3.5,5,2.5,2,2.47,4.23,1.2,2.7,3,1,3.84,,4.62,3.5,,1.56,4.56,-0.49,,3.8,3.68,4.84,,2.515300209,13,19,11
Miami,Dallas,-3,3.48,0.47,6,-1.77,3.3,0.66,5,6.8,6.43,-7,3.6,-3.17,9.23,4.36,6.02,3.92,3.85,10.4,,9.21,5.18,1,-1.5,,2.3,4.9,2.79,0.3,0,-1.5,4.3,5.8,3.46,2.87,6.92,-3.03,4.7,8.14,6.14,2.7,13.59,4.53,,3.47,,7.9,3,1,3.7,,2.68,0.9,4,1.5,5,2,1,1.8,4.69,3,1.9,1.5,1,3.97,,3.92,6.5,,0.74,4.78,8.98,,1.1,2.13,0.85,,3.2332013267,24,14,11
Minnesota,Green Bay,-1,-0.22,7.37,3,0.85,2.3,8.15,4,2.9,2.24,7,3.99,-3.15,2.44,4.24,6.55,3.92,-0.84,2.46,,0.22,13.18,2,-0.5,,3.7,0.49,-0.54,1.8,1,0,1.45,9.47,1.26,1.45,5.12,-0.43,7.5,6.19,1.03,2.1,4.57,2.77,,1.87,,7,1,1,13,,-1.92,4.2,2,2.5,2,-1.5,-1.4,-0.23,1.34,-2.4,1.6,1,2,0.21,,5.04,-0.5,,1.24,-0.33,5.01,,-1.1,1.94,1.14,,3.1424946728,30,13,11
New England,Buffalo,7,10.47,8.94,16,14.06,11.25,5.17,13,16.6,12.77,10,12.29,3.86,11.29,9.27,10.78,9.14,10.94,11.4,,11.58,10.29,15,8,,8.6,11.17,10.15,13.7,7,9.5,7.32,16.65,10.46,10.23,14.18,6.6,10.2,13.19,10.44,13.2,7,13.6,,10.65,,13.2,10,12,14.3,,10.23,13.7,10.5,9,17,3,10.2,8.61,10.52,17.7,11,10,18,6.93,,15.59,16,,9.81,10,11.36,,12,9.9,10.43,,3.2370872378,13,20,11
Philadelphia,Tampa Bay,6.5,10.84,3.54,8,10.73,8.58,4.48,9,4.3,9.33,11,10.63,8.96,-3.3,8.65,7.92,6.92,10.12,12.95,,6,10.34,14,7,,6.1,9.85,11.4,13.1,5.5,4,8.2,8.36,9.36,8.77,5.85,13.8,6.2,3.14,10.03,11.8,3.01,11.72,,8.96,,11.4,13,12,10,,6.39,13,8,7,12,4,2.2,12.08,5.84,13.2,7.5,8,8,9.45,,3.77,5,,5.28,4.33,11.19,,11.3,9.16,9.14,,3.3281515331,45,17,11
San Diego,Kansas City,-3,-4.95,-4.95,-7,-4.04,-4.58,-0.67,-6,-5,-9.9,-1,-5.58,-0.92,-3.54,-1.91,-9.14,-0.64,-4.3,-7.53,,1,-8.77,-11,-3,,-6.6,-6.06,-4.48,-2.2,-3,-3,-5.68,-12.32,-5.04,-6.89,-4.46,-6.64,-10.3,-2.39,-1.56,-3.4,-8.61,-7.62,,-4.35,,-7.9,-4,-5,-15,,-4.44,-2.9,-7,-2.5,-9,2,1,-0.94,-5.69,-4.05,-4.4,-3,-3,-3.72,,-3.78,-3.5,,-5.62,0.44,-2.76,,-1.8,-3.29,-3.58,,3.3243428262,33,3,11
Seattle,San Francisco,13.5,12.04,10.39,8,15.55,11.37,6.23,9,10.9,10.95,10,10.3,15.45,4.57,12.59,9.32,9.92,10.46,11.83,,16.89,7,17,13.5,,10.4,10.08,13.27,13.4,12.5,11.5,13.98,11.18,9.26,12.32,8.51,15.06,8.7,4.91,12.34,13.8,3.49,13.63,,11.51,,13.5,12,13,15.1,,13.63,12.8,16.5,11,13,9,7.1,16.01,7.56,12.8,7.3,12,12,9.79,,5.42,10.5,,9.31,10.11,11.92,,12.9,10.31,10.32,,2.9264300961,13,29,11
Atlanta,Minnesota,1.5,0.67,2.29,-0.25,1.77,0.72,2.82,1,-2.7,-0.04,6,0.23,-1.78,-0.16,3.3,-1.7,3.16,0.94,2.75,,-1.28,6.99,1,1.5,,-0.8,-0.36,1.18,-1.9,1.5,2,2.77,-5.4,0.14,-1.34,-1.35,-2.91,-3.6,0.61,1.45,-1,-2.12,1.9,,0.87,,0.8,0.01,2,-3.8,,3.27,-2.8,4.5,-0.5,4,9,1,2.44,-0.28,1.5,1.3,2.5,4,1.53,,-2.71,-0.5,,1.66,5.9,2.53,,1.4,1.62,-0.01,,2.5726318989,20,10,12
Cincinnati,St. Louis,10,10.19,10.9,11,9.53,10.3,3.38,10,8.5,11.05,13,10.86,12.1,6.24,10.31,10.74,7.8,10.92,13.12,,12.38,10.72,9,10,,8.2,11.18,9.78,11.9,9,9,8.29,11.74,10.74,11.31,11.74,7.33,7.3,10.89,10.25,12.1,12.51,13.5,,10.67,,13.3,10,9,12.4,,10.72,12.5,12.5,11,17,8.5,7.5,10.59,10.04,13.45,9.4,7,14,6.76,,9.2,8,,8.93,10.7,10.64,,9.2,7.61,7.87,,2.2549685192,7,31,12
Cleveland,Baltimore,4,-2.99,-3.4,-2,-3.45,-1.87,-1.24,-1,-3.3,-4.65,-3,-1.81,4.55,-0.17,-1.51,-0.42,-0.6,-2.7,-3.68,,0.01,1.91,-3,2.5,,0.3,-2.23,-3.37,-4.8,3,0,-1.81,-4.61,-3.16,-3.99,-1.44,-3.52,-1.9,1.24,-1.85,-4.7,-0.45,-3.07,,-2,,-0.3,-4,-3,-1.8,,0.59,-4.7,2,4.5,-1,-2,-4.3,-1.75,-2.89,-0.3,-4.2,2.5,,-2.32,,-0.14,-2,,0.2,-2,-3.76,,-5.7,-2.1,-2.76,,2.3119746469,33,27,12
Dallas,Carolina,1,-5.15,-11.71,-13,-5.04,-5.55,1.65,-2,-8.3,3,3,-6.2,3.46,3,-6.71,-7.65,-3.94,-6.19,-12.3,,-11.49,-15.26,-3,0,,-4.5,-6.43,-4.63,-1.6,0,1,-5.91,-11.84,-9.46,-9.67,-13.02,-5.13,-8,-11.26,-4.95,-3.5,-7,-10.35,,-6,,-7.9,-4,1,-8.5,,-3.56,-3.8,-7,0.5,-13,1.5,-10.9,-1.71,-10.88,-8.9,-9.3,0.5,-12,-2.9,,-8.35,-7,,-4.16,-8.9,-6.09,,-0.5,-2.62,-0.37,,4.7033569302,33,14,12
Denver,New England,-3,-2.7,-2.79,-5,-1.99,-4.41,1.2,-3,-10.1,-9.56,-1,-6.23,-6.99,-10.24,-2.01,-3.77,-1.51,-1.94,-9.26,,-4,-2.73,-5,-3,,-5.1,-2.41,-2.83,-4.4,-3,-3,-1.66,-7.39,-5.56,-5.02,-4.14,-2.27,-4.6,-1.46,-2.55,-5.4,-7,-8.1,,-4.45,,-3.1,-3,-4,-3.6,,0.64,-4.8,-4.5,-1,-8,4,-3.1,-5.72,-4.93,-5.75,-4.3,-5.5,-10,-2.7,,-4.53,-10.5,,-4.57,-8.1,-5.98,,-2.2,-2.67,-4.6,,2.7850945069,24,30,12
Detroit,Philadelphia,3,-1.13,0.26,0.25,-0.88,-0.76,1.43,0.01,4,3,-4,-2.44,-1.44,3,-3.03,1.31,-1.33,-0.74,-6.14,,-5,-6.58,-3,2,,0.7,0.47,-1.97,-0.6,1,0,-1.91,4.92,-2.86,-1.42,2.53,-1.85,1.4,1.71,-0.55,-1.2,1.4,-2.81,,-1.17,,2.5,-1,-1,6.3,,1.23,-1.7,-3.5,-2,-3,0.5,-5.4,-3.51,-2.2,0.15,-3.6,-1.5,-6,-1.11,,6.45,1,,-2.98,-2.4,-1.4,,-1.4,-0.77,1.51,,2.6695138049,14,45,12
Green Bay,Chicago,8,10.29,11.11,11,11.97,8.63,0.68,9,4.6,7,15,9.3,10.47,7,9.31,6.32,7.42,10.92,8.91,,11,2.97,12,8,,7,10.45,10.26,9.9,9,9,9.31,7.74,8.54,8.07,9.34,9.66,4.9,8.98,10.35,8.7,7.41,9.15,,8.97,,9.8,9,12,1.8,,7.81,8.3,8,9.5,12,2,5.3,8.96,8.43,6.15,8.1,10.5,7,12.61,,9.14,7.5,,4.96,5.5,6.4,,12.6,8.7,8.83,,2.6302698837,17,13,12
Houston,New Orleans,3,5.49,6.59,7,4.97,5.24,3.8,6,1.9,5.97,1,5.39,-0.99,5.18,4.91,7.96,4.46,4.9,2.87,,6.49,7.29,9,3.5,,4.9,5.75,5.37,6,3,3,4.47,10.13,4.74,5.06,7.06,8.17,6.8,5.13,5.66,9.9,3.87,7.88,,5.38,,9.5,6,6,14.2,,3,6.6,6,3,9,3.5,4.4,2.77,5,7.75,3.7,6,7,1.16,,6.1,0.5,,4.35,-2.7,2.33,,4,6.07,5.63,,2.7715952493,6,24,12
Indianapolis,Tampa Bay,3,5.85,-4.36,6,6.09,4.13,0.96,5,4.8,2.53,4,5.47,-1.55,1.72,2.54,2.55,2.59,6.33,3.57,,1.22,-16.88,7,3,,3.3,5.66,6.05,8,3,2.5,5.26,8.63,2.94,3.2,4.66,3.86,3.6,3.28,6.16,7.7,4.21,4.16,,4.33,,6,7,7,2.5,,4.86,8.2,0.01,2.5,6,4.5,1,4.52,2.32,3.25,3.5,4,1,5.26,,7.27,5,,1.57,0.8,6.4,,10.1,4.74,6.44,,2.6559992002,12,25,12
Jacksonville,San Diego,4.5,1.38,3.73,6,-2.72,2.85,0.75,4,2.3,2.26,-1,2.87,1.19,2.55,3.62,5.77,3.72,1.59,-1.4,,3.49,7.33,3,4.5,,4.7,2.37,0.94,0.4,4,3.5,5.16,6.96,3.24,1.29,4.92,-0.41,5.4,7.2,2.06,3.6,4.77,5.02,,2.71,,6.9,-1,3,7.6,,0.87,1,5.5,6,8,1,2,4.23,4.9,8.05,2.5,3.5,3,-1.47,,4.09,2,,3.7,1.8,-2.77,,-0.5,2.01,2.36,,2.5896110346,31,25,12
Kansas City,Buffalo,3.5,5.83,4.93,6,7.45,5.51,2.69,9,0.9,3.68,7,5.91,13.46,-0.52,5.98,7.38,5.16,4.79,-1.67,,0.01,3.02,11,4,,6.4,5.75,5.9,6.6,5.5,5.5,5.98,8.51,3.54,5.23,5.94,5.4,8.9,3.99,6.06,6.6,-0.67,6.57,,5.87,,6.5,6,7,15.2,,8.83,6.9,7,4,6,2,-1.6,5.23,3.2,5.6,3.4,5.5,5,3.16,,7.59,1.5,,5.81,3.3,-1.72,,4.6,6.07,6.22,,3.2342510681,22,30,12
N.Y. Jets,Miami,4.5,4.38,8.5,6,1.53,4.72,3.45,3,3.8,6.09,-4,7.32,6.21,1.52,8.1,3.93,6.51,3.49,2.1,,3.07,-4.32,5,4.5,,3.1,2.61,5.26,4.1,3.5,3,7.58,5.61,6.24,4.31,5.34,7.57,2.6,3.97,5.76,3.8,-1.03,8,,4.58,,6.6,3,3,5.9,,4.66,4,7,4.5,9,5.5,3,5.19,5.49,4.8,6,3,10,5.06,,3.5,4.5,,5.18,4.9,2.53,,2.9,4.12,3.15,,2.196231203,20,38,12
San Francisco,Arizona,-7.5,-10.16,-13.84,-12,-5.65,-10.28,-2.39,-8,-7.1,-17.7,-6,-12.85,-6.72,-8.22,-12.03,-10.64,-9.04,-8.67,-7,,-7,-11.57,-12,-7.5,,-10,-8.35,-11.3,-10.8,-10,-10.5,-8.85,-12.81,-10.96,-10.72,-9.75,-7.86,-9.9,-6.82,-12.15,-12.1,-11.13,-16.35,,-10,,-10.5,-10,-9,-13.8,,-8.52,-12.3,-13,-9.5,-17,-7,-11.2,-16.1,-9.44,-11.45,-10,-8,-20,-8.59,,-3.72,-7.5,,-11.85,-17.7,-15.89,,-8,-7.73,-6.12,,3.4839814065,19,13,12
Seattle,Pittsburgh,3,3.29,6.98,2,9.21,3.01,2.46,4,4.5,-0.49,6,-0.21,1.06,0.44,2.38,2.39,2.35,2.92,0.48,,2,2.19,7,3,,3,3.19,3.38,5,3.5,4,5.33,1.68,1.14,3.48,1.81,6.81,1.4,0.87,5.96,3.9,1.2,0.97,,2.86,,5.4,5,5,1.8,,4.74,4.5,2,1.5,1,4.5,-5,2.57,0.9,2.8,0.01,5,1,7.86,,3.91,5,,1.43,1.2,1.34,,4.3,4.06,3.87,,2.361402072,30,39,12
Tennessee,Oakland,0,-2.32,-4.83,-3,-2.61,-1.62,1.8,0.01,1.3,-3.51,-3,-1.67,-3.91,-5.42,0.29,-2.15,1.23,-2.57,-2.94,,-0.51,-8.08,-4,0,,-3,-2.68,-2.19,-0.6,-1.5,-2,1.98,-5.1,-2.76,-3.87,-3.28,-2.27,-4.1,-0.33,-1.25,-3,-1.83,-1.36,,-1.88,,-0.7,-1,1,-3.5,,-0.98,-0.6,1,-1.5,-2,2,-2.9,3.62,-3.62,1.45,-1.2,1.5,-5,-0.52,,0.21,1,,-0.81,-3.8,-2.35,,-0.3,-0.18,-1.76,,2.04459881,24,21,12
Washington,N.Y. Giants,-1.5,-1.27,-0.3,0.25,-3.73,-1.44,3.39,-2,-3.8,-2.58,-1,-0.5,1.55,-0.52,-0.48,-2.44,0.41,-1.29,-1.35,,-5.65,11.35,-1,-1.5,,-1.9,-1.06,-1.38,-3.4,-3,0,1.24,-5.78,-2.86,-3.26,0.4,-5.9,-1.8,1.17,-0.74,-4,1.01,-0.8,,-1.43,,0.5,0.01,-2,-3.5,,-6.35,-4.9,4.5,0.5,1,1.5,-2.8,-2.5,-2.19,-0.75,-3.6,-0.5,-3,-1.48,,0.92,-1.5,,-1.86,-3.2,3.36,,-3.4,-1.59,-2.49,,2.2857157702,14,20,12
