Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linepasteur,linepig,linenutshell,linecpa,lineexcel,linemore,linedunk,linecpa2,linepyth,lineelo,lineeff,linesaggm,linel2,linebmc,linel1,linel2h,linefox,lineca,linebihl,linebmc2,linesage,linesagp,linepi,linemidweek,lineopen,linemds,linecurry,linejohns,linemass,linecoff,linetalis,lineesp,lineturner,linedonchess,linepim,linelog,linepugh,lineshark,linemed,linekerns,linejens,lineash,lineffw,lineburd,linemrr,linedok,linepib,linest,linecovers,lineround,lineclean,linewhatif,linenseye,linerwp,linedwig,lineps,linegametime,lineshadow,linedoi,linexwp,linelinx,linecombo,linegirl,linestjohn,lineppg,linel2to,linelock,linefeng,lineiron,linestd,rscore,date,hscore,date1,week
Dallas,Arizona,0,0.47,1.42,-1,4.64,1.88,6.83,3,6,0.8,4,2.4,0.9,0.95,4.17,0.26,3.93,1.38,1.71,1.72,2.5,0.77,2,0,,,-0.62,2.28,1.6,4,4,0.76,-0.7,1.63,1,0.4,-5.71,2.2,1.6,-0.94,1.9,-6.79,0.03,1.3,1.6,5.2,1.5,0.01,-3,0.7,1.5,4.09,1.2,2.5,1,1,-0.3,-2,6.5,-1.35,2.7,3.7,3,6,1.88,4.4,-0.65,6.75,-3.22,-0.5,5.2,11.13,2,1.9,2.47,2.5791787963,28,20031,17,19973,9
Houston,Philadelphia,-1,-2.14,1.2,-2,-3.37,-1.47,1.94,-2,1,0.58,-2,0.61,1.17,2.57,0.64,-1.06,1.4,-0.07,0.98,1.33,5,-0.24,-9,-1,,,-2.98,-0.46,-5,-1,-2.5,0.59,-5.5,0.33,-2,-1.94,-9.12,-1.9,-1.36,-1.91,-5.2,-5.52,-1.78,-10.1,-1.56,-3.7,-1.7,-4,-3,-4.9,1.02,-0.21,-4.8,1.5,-0.75,-1,0.6,-5,6.5,-2.13,-0.9,-0.1,-1,-1,1.64,7.1,-3.37,-4,-8.02,-2.22,-3.88,-4.04,-3,-1.3,-1.56,3.2100642871,31,20031,21,19973,9
Kansas City,N.Y. Jets,10.5,15.37,15.28,15,14.22,14.76,8.1,14,12.5,19.53,9,12.04,21.07,22.73,14.54,19.65,11.63,12.57,7,11.73,7,7.56,18,11.5,,,12.87,16.76,13.9,10.5,9.5,14.73,25.5,16.83,18,15.92,13.42,15.4,14.47,8.72,13,7,20.78,8.8,14.73,16.1,18.2,12,15.5,24,5.49,10.15,14.9,13,12.5,21,15,6,16,18.31,17.55,19.2,12.5,13,12.58,27.6,8.52,13,18.05,9.98,9.14,16.2,15,15.3,12.35,4.5955850025,10,20031,24,19973,9
Miami,San Diego,2.5,-0.44,1.42,-1,-4.06,-0.92,1.56,0.01,-3,-1.08,1,2.9,3.44,-5.03,0.38,0.57,0.94,0.32,-0.99,2.26,-1.5,-4.96,-4,1.5,,,0.37,-1.33,-1.9,0,1.5,-1.13,-0.4,-0.87,-3,-0.04,-5.24,1.8,1.67,1.11,-1.5,-2.71,-3.49,-7.1,-0.87,-2.4,0.4,-2,0.01,1.4,3,2.13,-3.1,-4,0.25,-3,-0.5,-1,2.5,-2.17,-3.75,-3,-1,-6,0.52,-5.3,0.64,-3,-1.87,0.9,1.23,-0.21,-1,-3.5,-0.24,2.4009458897,0,20031,37,19973,9
Minnesota,Washington,0,2.13,1.39,1,2.79,1.43,0.84,1,1,-4.16,7,2.29,4.52,-12.17,2.05,0.24,2.24,1.64,2.04,1.61,2.23,-15.51,4,0,,,2.23,2.94,0.2,0,1,-1.21,7,0.73,3,0.59,6.06,-0.9,2.6,3.36,-0.1,-2,-2.22,-1.7,1.48,0.1,2.3,0.01,1.5,0.4,2.79,1.44,-0.3,1,2.5,1,10.7,1,-6,-0.82,1.85,-1.4,1.5,4,1.48,3.1,5.01,-0.25,9.99,3.36,-2,-2.77,-1,-1.7,3.67,3.2936475837,26,20031,29,19973,9
N.Y. Giants,Indianapolis,-3,-3.53,-2.25,-3,-4.51,-3.46,-1.4,0.01,-5.5,-2.88,4,-1.58,-5.98,3.57,-2.96,-2.25,-1.86,-4.11,-7.32,-1.07,-13.5,-7.78,-2,-3,,,-0.32,-5.85,-3.4,-3,-3,-2.79,-3.3,-3.57,-3,-1.69,1.99,-2,-1.74,-1.58,-5.2,-2.25,-8.35,-6.4,-3,-11.3,-3.1,-3,0.5,-1.7,0.99,-3.12,-3.6,-5,-2.25,-6,0.7,-5,-0.5,-4.47,-9.4,-4.7,-3,2,-1.99,-10.2,-1.48,-2.75,-1.87,-3.42,-7.25,-6.21,-8,-5.8,-1.93,3.1936606971,40,20031,24,19973,9
New England,Denver,-3,-2.91,-5.71,-4,-0.97,-2.68,-0.08,0.01,-2,-2.91,4,-2.14,0.99,7.76,0.93,-3.94,0.89,-3.02,-6.1,-1.42,-9.17,10.68,-2,-3,,,-1.65,-2.07,-1.5,-3,-3,-3.66,-2.4,-6.37,-3,-3.74,-3.43,-1.9,1.86,-3.27,-2,-4.36,-8.14,0.8,-2.4,-11.6,-3.1,-6,-1.5,-4.6,1.18,2.81,-2.4,-3,-2,-8,-3.6,-5,-0.5,-5.12,-7.85,-6.9,1,1,-1.51,-9,0.13,-5.5,-1.33,-0.26,-0.25,-7.74,-4,-6.6,0.68,3.4137188227,21,20031,43,19973,9
Pittsburgh,Baltimore,0,-1.1,0.78,-3,-1.14,-1.83,-0.52,0.01,-3.5,-1.79,5,0.67,2.86,6.1,-3.47,-1.01,-2.35,-0.97,-6.35,1.35,-7.5,-7.9,-3,0,,,1.68,-5.03,-4.5,0,0,-3,-0.8,-0.77,-2,0.54,-2.41,-0.4,3.43,1.64,-4.1,1.23,-6.57,-0.6,-1.27,-5.3,-0.9,-6,-4,-1.5,1.59,-1.77,-3.9,-3.5,-1,-7,-1.2,6,-7,-1.17,-11.8,0.2,-2.5,-3,-1.72,-10.8,2.21,-7.25,-4.19,-1.18,0.5,-1.42,-5,-0.6,-1.27,3.4549079883,23,20031,43,19973,9
San Francisco,St. Louis,12,13.42,9.97,12,14.54,10.94,7.63,11,5,15.82,14,9.12,12.76,23.25,8.68,12.62,7.69,11.2,6.51,7.52,1.5,1.84,11,12,,,12.28,13.6,12.1,11,9.5,9.61,13.8,13.83,12,10.97,9.42,8.8,9.5,8.99,11.5,3.35,15.12,7.4,11.1,16.2,14.3,11,10.5,12.1,9.15,11.56,12.2,11.5,11.25,17,5.3,10,7,10.29,15.9,11.1,8,13,9.91,20.7,6.56,3.5,14.84,11.94,5.14,3.12,9,10,8.59,3.7938834346,13,20031,10,19973,9
Seattle,Oakland,14,19.64,13.33,17,20.97,15.81,9.31,14,12.5,20.18,29,12.2,12.52,25.21,12.8,14.53,10.32,16.71,7,7.59,7,7.31,25,14,,,17.59,18.17,16.3,16.5,15,13.87,22,16.33,20,15.19,21.58,13.7,14.63,17.05,15.1,7,14.98,20.5,15.5,17.7,16.9,16,14,17,13.31,14.39,16.2,14.5,15.5,19,12.8,11,6,26.44,18.85,17.2,15,18,10.36,23.6,19,11,16.55,13.75,11.57,14.83,11,15.9,13.22,4.6126921511,24,20031,30,19973,9
Arizona,St. Louis,7.5,11.89,11.8,14,13.03,10.81,8.46,11,4.5,17.7,8,13.01,3.87,5.69,12.49,11.2,9.6,9.14,13.27,9.34,7.96,7.31,10,8,,,10.68,13.46,12.8,8,7,10.37,12.4,15.33,12,13.78,12.29,8.9,15.3,9.12,12.1,11.56,16.69,11.9,11.3,11.4,14.4,11,5,12.5,5.49,10.73,13,12.5,9.75,18,4.3,9,3.5,11.68,,11.3,9,10,12.53,21.4,7.88,6.25,12.65,9.81,7.38,7.03,8,12,8.08,3.4958614956,14,20038,31,19973,10
Baltimore,Tennessee,11,11.91,11.38,12,15.27,12.08,10.46,13,13,14.33,14,11.16,7.64,-0.03,14.19,12.12,10.69,10.46,16.21,10.61,7,9.58,17,11,,,8.69,15.42,12.7,10.5,10.5,11.97,17.8,12.23,14,11.24,12.72,11.7,12.14,7.67,14.6,9.95,15.34,10.4,12.12,17.1,13.5,13,16.5,17,4,11.02,12.8,13.5,10.25,19,9.5,5,14,8.98,,8.7,13,13,11.72,19.3,11.43,15.5,12.63,10.34,11.54,15.27,12,8.5,10.55,3.4040084685,7,20038,21,19973,10
Buffalo,Kansas City,0,-2.18,-2.02,-0.25,-1.07,-2.21,-2.25,-2,-2.5,-6.13,8,1.45,-0.04,1.62,-1.55,-5.02,-0.16,-1.87,-2.24,-2.44,-7.61,-15.98,-4,-0.5,,,-0.82,-2.62,-3.6,0,-1,-3.7,-8.1,-1.07,-4,0.02,-4.9,-2.9,3.4,3,-2.5,-1.98,-4.36,-4,-2.24,-5.7,-1.7,-4,-5,-4.6,0.29,1.52,-4.1,-6,-1.25,-1,-6.2,4,-6.5,-1.62,,-3.2,-1,-4,-0.32,-5.3,1.53,-3.75,-1.7,0.58,-0.75,-5.95,-3,-4.6,-1.99,2.8941587558,17,20038,13,19973,10
Cincinnati,Cleveland,7,6.85,4.27,6,9.24,5.7,1.62,7,7,1.2,17,6.81,3.6,-6.44,2.1,5.46,2.17,5.53,5.73,3.36,0.33,15.42,8,7,,,7.3,5.62,7.6,7,6,2.1,11.9,6.03,7,5.04,12.69,5.5,5.17,6.64,7.6,9.67,5.98,1.5,6.04,2.6,7,7,5.5,7.8,7.39,7.08,6.9,8,6.5,7,6.3,4,1,3.8,,2.8,7.5,3,5.17,9.4,9.99,7.5,11.06,6.13,6.59,5.08,1,1.3,6.04,3.3675160113,24,20038,3,19973,10
Detroit,Miami,2.5,2.45,1.47,2,0.05,0.57,2.38,2,2,1.4,-10,1.07,4.62,10.65,1.77,-4.68,2.11,1.03,-1.45,-0.9,-2.44,9.98,1,2.5,,,4.12,0.94,2,2.5,3,1.69,-4.6,0.33,0.01,0.89,4.54,-2.5,7.66,4.8,1.7,1.68,-5.09,0.4,0.94,-2.5,-0.1,2,-2.5,-9.8,3.89,3.49,1.4,3.5,2.25,-1,-0.2,-3,0.5,0.02,,0.01,2,-1,-0.48,-4,5.19,1.25,1.79,0.74,-4.13,-1.57,-1,-1.4,0.89,3.3747179512,16,20038,20,19973,10
Green Bay,Chicago,9,8.96,6.32,11,8.17,8.77,5.92,10,6.5,11.19,7,6.87,13.66,15.45,8.94,8.32,7.59,8.18,11.59,9.34,11.96,16.37,11,9,,,7.57,9.17,9.1,8,7,7.16,12.6,8.13,6,8.69,7.59,8.9,9.7,6.91,8.9,7.27,9.96,12.3,8.3,7.3,10.1,9,16,13.8,3.57,7.52,9.2,12,7.75,12,2.5,7,6.5,5.89,,8.3,8.5,6,8.11,17.1,6.22,6.5,8.62,7.23,7.25,8.67,9,7.4,7.27,2.6373810582,14,20038,55,19973,10
Jacksonville,Dallas,-7.5,-10.93,-10.8,-14,-12.94,-9.8,-4.5,-8,-11.5,-13.88,-22,-8.64,-10.19,-9.07,-11.04,-6.81,-8.28,-9.03,-10.9,-5.68,-13.33,-7,-13,-7.5,,,-9.24,-10.73,-14,-6.5,-7,-5.31,-10.1,-10.8,-12,-8.35,-3.7,-8.5,-14.53,-5.07,-12.5,-2.67,-11.79,-16.3,-10.19,-13.7,-6.1,-9,-1,-8,-4.29,-8.14,-14.8,-11,-7.75,-12,2.9,-6,-6.5,-10.78,,-8.8,-8,-8,-3.75,-13.7,-6.96,-10.75,-12.09,-6.82,-16.11,-6.93,-11,-7.4,-5.87,3.7840353409,31,20038,17,19973,10
N.Y. Jets,Pittsburgh,-3.5,-5.45,-8.41,-9,-4.75,-5.53,-1.59,-7,-1.5,-4.06,10,-7.82,-10.31,-17.39,-6.44,-9.97,-4.19,-3.66,-5.53,-3.85,-3.34,2.39,-8,-3.5,,,-5.08,-4.03,-5.2,-4.5,-5.5,-3.82,-10.7,-5.67,-4,-6.52,-4.14,-7.9,-9.4,-4.51,-7.1,-7,-8.01,-12.7,-5.2,-4.2,-8.2,-4,-5.5,-10.8,1.92,-3.51,-5.3,-3,-2,-10,-1.2,-7,3.5,-14.64,,-4,-4.5,-7,-2.28,-9.9,-1.64,-0.75,-3.32,-3,-8.44,-0.19,-7,-5.8,-4.96,4.1414297919,13,20038,20,19973,10
New Orleans,San Francisco,7,3,5.75,2,4.94,4.26,6.37,7,0.5,2.15,14,6.41,9.93,-3.19,6.24,5.75,5.81,2.98,8.24,2.94,8.43,5.57,7,6.5,,,1.47,5.28,8.1,5,3.5,1.61,6.6,2.63,3,2.55,-0.39,7,0.2,4.49,7.3,-1.92,3.15,2.6,4,-1.4,5.5,4,9.5,11.6,1.34,3.54,8.4,7.5,2.75,4,-0.1,1,5.5,0.59,,3.3,7.5,-1,4.01,9.1,1.09,2.25,-10.37,2.06,9.38,12.37,4,1.4,4.46,3.9182294741,27,20038,24,19973,10
Oakland,Denver,-13,-15.71,-13.31,-18,-15.21,-12.98,-3,-12,-10.5,-13.87,-19,-10.93,-9.53,-18.68,-8.9,-13.35,-5.96,-13.14,-15.2,-8.28,-7,-14.76,-16,-13,,,-14.04,-13.42,-12.3,-12.5,-10.5,-9.23,-22.2,-13.57,-14,-13.85,-17.38,-12.2,-14.7,-14.97,-12.3,-7,-16.11,-15,-13.31,-20.2,-14.6,-14,-13.5,-15.2,-5.15,-11.67,-12.3,-11.5,-11,-20,-8.3,-16,-3,-23.79,,-9.5,-11.5,-14,-7.95,-17.3,-18,-11.25,-10.34,-9.93,-12.5,-7.59,-13,-12.5,-8.91,4.1486725171,41,20038,17,19973,10
Philadelphia,Carolina,7.5,11.42,10.45,13,3.45,11.12,10.67,11,9.5,29.7,-1,11.54,4.16,21.55,12.15,13.47,10.25,9.9,15.18,9.51,7.88,14.46,13,8.5,,,9.7,12.01,11.9,7,5.5,11.12,14.2,13.93,10,11.89,10.23,11.3,9.06,8.08,13.5,10.23,17.21,12.9,11.12,14.6,15.1,10,7,18.7,2.04,12.15,12.2,13.5,9,15,7.3,1,18,9.67,,14.1,11.5,9,11.82,22.4,4.44,6.25,7,8.63,9.13,7,13,13.3,7.8,4.8825935189,21,20038,45,19973,10
Seattle,N.Y. Giants,10.5,10.61,4.3,8,13.91,8.37,6.77,7,5,11.51,19,8.52,11.93,-0.47,8.14,4.68,6.69,10.21,7.96,6.5,10.93,9.59,15,10,,,8.94,10.29,10.2,10.5,9,7.06,12.1,8.73,10,6.51,14.16,5.1,5.97,7.29,8.6,4.92,6.26,8.3,8.3,10,9.5,9,10.5,8.6,10.29,7.28,10.5,7.5,8.75,6,5.9,2,2.5,6.29,,11.4,9,7,6.11,11.3,7.07,3.75,12.39,8.06,5,5.71,5,10.7,8.81,3.2156434187,17,20038,38,19973,10
Tampa Bay,Atlanta,-2.5,-1.32,-2.14,-4,-2.58,-1.26,0.9,-1,-3.5,-3.8,-8,0.32,-3.53,2.18,-2.01,0.01,-1,-0.19,-2.75,2.15,9.08,3.87,-2,-2.5,,,-0.57,-2.16,-0.8,0,-1,0.66,1.1,2.43,3,-2.64,1.65,-0.9,1.73,1.99,-2.5,-7,-5.51,-9,-1.1,-8.7,2.5,-4,4,-1.1,1.82,-1.65,-1.2,-5,-0.25,-5,3.4,-8,4,-1.18,,4.3,0,-4,-2.05,-11.2,3.1,1.5,-0.12,-3.17,-3.25,-0.3,-4,2.4,-0.65,3.5321138868,27,20038,17,19973,10
Arizona,Detroit,0,6.55,6.24,5,7.94,5.65,3.75,7,8,13.38,12,5.97,-2.14,11.7,3.34,6.78,3.34,6.21,4.25,5.29,2,5.31,8,1.5,,,7.91,5.99,4,1,1,5.04,11.1,8.85,8,6.82,10.45,3.4,4.2,6.19,4.7,8.16,5.77,1.1,5.98,1.7,8.8,3,11.5,9.5,2.61,1.78,4,4,6,7,4,-1,6.5,5.35,,8,2,3,4.26,8.9,6.9,6.75,12.24,3.15,6.56,1.94,2,6.3,4.44,3.2332922017,6,20045,14,19973,11
Carolina,Atlanta,-1,2.98,0.16,3,2.6,2.14,1.55,2,-0.5,-0.85,3,1.39,-1.23,-0.14,-1.04,1.31,-0.1,1.32,7.39,1.98,14,7,2,-0.5,,,4.41,2.35,1.8,0,1.5,4,2.2,5.75,4,3.12,5.43,0.1,4.31,4.87,0.7,8.16,0.07,-6.3,2,0.2,5.6,2,0.5,-2.5,5.7,-4.78,1.9,1,3.25,4,5.5,-1,2,3.31,,4.1,-1,4,4.29,-5.8,7.76,2.81,3.93,0.66,-0.33,3.98,0.01,3.3,1.79,3.1481430195,19,20045,17,19973,11
Chicago,Minnesota,0,1.75,1.75,1,2.22,0.86,-0.99,2,8.5,-2.45,3,-0.98,-4.62,-7.53,0.25,-0.07,1.01,-0.54,1.17,1.39,1.39,-12.08,-1,0,,,2.04,3.25,1.8,3,3,3.81,-1.5,2.85,3,0.06,-3.79,-1.3,2.62,5.23,1.4,0.21,-1.51,-5.8,1.13,0.7,4.5,-2,-2,-4.1,5.99,-1.95,1.4,1.5,2,-1,7,-1,-5.5,0.4,,3.3,3,-1,6.16,7.5,0.82,0.49,-0.52,1.09,4.89,2.26,2,1.7,0.69,3.1474214645,13,20045,21,19973,11
Cleveland,Houston,3.5,3.47,4.16,4,2.68,3.93,3.99,3,4,3.18,-8,3.99,8.37,5.83,5.4,2.12,4.66,2.06,3.13,3.05,2,9.14,8,3.5,,,4.6,3.11,4.2,3,3,3.5,5.7,3.45,3,5.03,3.94,3.8,4.19,5.39,4.8,1.31,1.92,2.1,3.99,2.2,5.1,3,10.5,6.3,1.55,1.02,4.4,3.5,2.25,4,5.6,5,11,2.78,,5,1.5,2,2.63,4.6,5.01,4.65,10.95,1.54,2.33,4.09,4,3.8,4.08,2.4793927413,23,20045,7,19973,11
Green Bay,Philadelphia,4.5,1.16,2.13,2,3.91,2.29,0.84,3,6,3.57,9,-2.24,8.47,2.26,2.41,-0.75,2.16,2.23,7.83,1.41,13.01,7,2,4,,,-0.33,2.16,2,7,5.5,1.57,-0.1,0.25,1,1.46,-1.39,2.5,2.3,4.32,1.8,0.07,1.63,-1,1.9,-1.4,0.7,1,7.5,-0.5,3.3,3.84,1.8,4,1.5,1,-2.8,1,9.5,-1.55,,-0.6,2.5,3,3.51,12.1,1.58,3.02,-0.94,4.18,1.78,-2.93,2,-1.9,2.1,3.2256263778,20,20045,53,19973,11
Indianapolis,New England,2.5,3.44,4.09,0.25,-0.59,1.83,6.34,0.01,9.5,-0.32,14,1.53,-2.54,-3.36,2.56,-1.24,2.98,6.05,2.94,-1.03,-4,12.27,-2,2.5,,,1.06,5.33,1.7,3,2.5,1.07,-3.6,2.75,3,0.92,-1.5,0.7,2.07,3.54,3.6,-0.56,0.97,-1.5,1.7,5.1,-0.3,2,0.5,-5.9,1.7,-1.25,1.2,5,3.75,4,-3.9,-3,3,0.33,,2.8,1.5,-1,4.74,13.1,-0.15,2.96,2.39,3.96,3,11.05,2,1.1,0.47,3.7244957261,42,20045,20,19973,11
Kansas City,Seattle,0,6.41,5.48,4,1.92,4.52,1.75,4,6.5,16.21,-8,2.8,7.37,15.93,4.92,8.18,4.69,7.01,6.68,7.44,5,11,3,1,,,5.67,6.97,3.3,0,-1,7.44,5.8,6.05,4,5.21,-3.26,3.1,3.21,2.98,3.8,3.52,7.41,-1.9,4.44,4,9,-1,4,9.1,-2.37,-0.28,4.2,6.5,6.25,7,3.3,-2,9.5,2.85,,7.9,3,-3,-1.86,14.1,3.82,4.13,0.38,4.12,-0.56,8.14,5,6.5,2.22,4.2146336927,20,20045,24,19973,11
Miami,Buffalo,4,6.13,4.56,5,7.19,6.34,6.17,6,8.5,13.04,10,5.21,7.53,2.06,6.67,6.71,5.51,7.78,8.33,4.53,12.01,3.88,6,4.5,,,4.04,8.07,6.7,4,5,5.77,6.6,6.35,7,4.63,7.22,5,2.98,5.21,6.1,2.27,7.26,4.8,6.12,6.6,7.3,7,4.5,8.9,4.71,5.27,6.9,4.5,5.75,6,8.9,1,6.5,3.35,,6.9,6,7,5.83,13.5,3.83,5.98,2.46,4.68,6,13.16,1,5.7,5.86,2.427593409,9,20045,22,19973,11
N.Y. Giants,San Francisco,-3.5,-2.09,1.05,-3,-6.49,-2.32,-1.28,-2,1.5,-2.43,-8,-2.13,-2.21,-4.01,-0.19,-4.53,0.66,-3.41,3.38,-2.72,-5,-2.96,-5,-3.5,,,-2.72,-0.33,-2.4,-4,-3,-1.77,-9.9,-1.45,-4,-1.21,-2.38,-3.7,2.13,-2.38,-2.3,-0.72,-1.86,-2.5,-2.34,-7.9,-3.3,-2,-5,-7.7,-2.08,-4,-2.9,0.5,-1.5,-1,1.1,-2,-0.5,-3.6,,-3.4,-1,2,-1.38,-5.3,-0.97,-2.42,-6,-2.63,2,6.04,-1,-5.1,-2.61,2.7230941907,16,20045,10,19973,11
New Orleans,Cincinnati,8,5.5,5.98,3,7.86,6.81,6.47,9,1.5,24.94,8,3.55,9.98,17.99,5.91,9.77,5.33,7.11,7.19,9.05,8,7.51,12,8,,,2.83,8.06,10.4,8,5.5,8.18,6.6,5.85,6,3.07,1.76,6.9,1.99,5.18,9.2,-6.19,5.48,4.9,6,10.1,10.1,5,8.5,17.1,3.5,8.15,10.9,6,5.5,5,5.3,1,6,1.36,,6.9,6,3,4.7,17.4,1.74,1.29,-7.62,6.18,5.26,10.96,8,6,6.36,4.5827209807,27,20045,10,19973,11
San Diego,Oakland,11.5,14.48,11.86,15,12.53,12.74,9.62,13,13.5,9.87,15,11.79,13.14,12.15,12.37,13.35,9.85,13.86,9.2,7.74,15,3.54,17,11.5,,,15.95,13.96,13.7,11.5,9,8.57,19.3,14.55,17,13.35,15.39,8.6,6.57,13.27,13,11.51,13.3,13.8,13,14.7,15.6,10,12,12.3,6.94,12.03,14.7,12,12,16,9.7,12,6,26.51,,13,15,13,11.91,21.9,18.42,6.25,9.25,11.82,8.56,4.63,12,12.6,10.64,3.6697812762,6,20045,13,19973,11
St. Louis,Denver,-10.5,-9.81,-11.2,-13,-10.28,-10.17,-5.17,-9,-4.5,-13.02,-11,-11.3,-11.82,-4.81,-8.83,-10.26,-6.52,-11.38,-7.96,-5.62,-17,-11.4,-9,-10.5,,,-8.49,-11.39,-11.2,-10,-8,-7.18,-12.3,-12.15,-11,-9.95,-10.97,-7.5,0.39,-7.26,-10.5,-1.7,-18.22,-15.5,-10.46,-21.3,-10.9,-13,-4.5,-12.3,-3.2,-10.42,-11.4,-13,-7.75,-18,-6,-12,-10,-10.04,,-8.3,-8.5,-13,-9.7,-24.5,-1.57,-5.7,-4.85,-9.71,-11.67,-1.75,-14,-12,-7.19,4.2808404099,7,20045,22,19973,11
Tennessee,Pittsburgh,-7.5,-3.78,-4.36,-5,-3.41,-4.46,-2.86,-6,-2,-4.84,7,-5.55,-8.35,-5.68,-4.97,-7.34,-2.83,-3.92,-6.58,-3.96,-9,-3.93,-9,-7,,,-4.65,-2.4,-4.8,-7,-5.5,0.89,-10,-3.15,-3,-5.01,-3.5,-8,-0.34,-2.53,-6.6,-8.45,-5.97,-9.5,-4.53,-7.3,-4.4,-4,-4,-12.2,3.41,-6.57,-4.8,-3.5,-2,-7,1.7,-10,0.01,-5.8,,0.2,-4,-4,-2.34,-9.5,-6.72,3.08,0.23,-3.82,-8.1,-6.04,-8,-2.2,-3.69,3.491173293,27,20045,24,19973,11
Washington,Tampa Bay,8,10.2,6.67,12,4.01,8.95,9.13,9,7,13.03,8,9.59,4.58,15.78,7.7,10.56,6.84,10.15,11.07,7.18,9.61,-7.29,7,8,,,9.87,10.95,7.8,8.5,7,9.27,10.2,10.45,7,10.86,8.43,8.8,4.4,7.35,9.3,7,13.05,8.4,9.07,18,11.6,10,15,10.5,2.87,8.21,8.6,9,9.25,15,11.2,8,11,8.3,,9.9,7,10,4.28,23.6,4.13,2.77,-0.68,9.95,5.33,14.12,6,9.5,5.7,3.6768862049,27,20045,7,19973,11
Atlanta,Cleveland,3,0.12,1.38,-0.25,3.14,0.87,1.49,4,0.01,2.34,15,0.33,0.32,2.94,0.03,1.67,1.02,0.49,-2.27,0.63,-6.2,5.02,3,2.5,,,-0.08,0.01,3.8,3,3,-1.86,4.9,-1.69,-1,-1.1,1.99,1.5,-3.65,6.36,3.4,-3.39,-2.01,-3.8,0.5,-3.7,0.9,1,5,4.2,4.69,3.5,3.6,0.5,1.5,-2,0.3,-5,-0.5,-3.28,,-1.1,3.5,-4,4.84,7,-0.05,1.25,2.03,2.27,4.2,-1.07,-3,-3,2.67,3.2953034616,26,20052,24,19973,12
Buffalo,N.Y. Jets,2.5,7.19,5.33,7,3.37,5.89,4.87,4,3,7.66,9,4.86,0.2,5.28,6.38,5.7,4.09,5.9,9.95,6.27,9.65,-2.68,5,3.5,,,7.64,7.8,2.6,3,3,7.47,3.4,6.1,8,9.45,1.96,2.4,6.9,7.62,2.5,2.86,10.48,8.7,6.1,6,8.8,4,1.5,6.1,-0.22,4.72,3.1,3,6,12,4.4,5,-5,7.99,,8.1,7.5,7,7.35,16.1,1.13,2.1,8.25,8.41,8.7,3.7,8,8.2,6.66,3.245075611,3,20052,38,19973,12
Chicago,Tampa Bay,5.5,8.15,6,11,5.58,6.04,6.05,4,6.5,2.97,6,5.32,7.51,3.28,3.95,5.34,3.69,5.46,9.14,4.78,8.35,-3.68,2,5.5,,,9.82,8.19,3.5,6,5.5,6.14,8.2,8.41,7,9.06,5.42,3.3,7.33,7.18,4.7,11.97,8.15,1,6,13.5,9.8,4,-2.5,-2.6,5.65,4.74,3.9,9,7.75,11,9.2,8,-5,7.22,,5.5,3.5,3,8.12,17,5.31,2.64,3.75,7.77,4.1,7.89,2,5.4,3.5,3.3254759853,13,20052,21,19973,12
Denver,Miami,7,4.85,6.58,6,6.62,5.18,4.28,5,3,6.59,14,4.48,10.45,6.54,2.15,1.13,2.58,5.17,-1.82,1.39,1.07,10.65,5,7,,,5.86,2.78,6.2,8,8,4.17,7,5.71,6,4.92,13.06,0.4,7.57,8.61,6.4,3.08,2.1,0.01,5.71,6.8,5.9,7,11.5,-0.7,7.21,4.23,5.9,6.5,4.75,5,1.1,1,6.5,3.23,,5.9,5,6,12.85,7,7.84,7.71,9.75,1.79,6.4,-2.86,3,5.1,4.54,3.2663793396,36,20052,39,19973,12
Houston,Cincinnati,0,3.98,3.86,1,-2.11,2.72,2.93,4,3.5,17.02,-10,2.75,3.95,11.69,4.77,4.15,4.33,5.47,6.04,5.15,8.66,-0.25,0.01,0.5,,,1.06,6.77,2.2,1,1,5.46,-0.9,4.31,3,1.44,-4.44,2.3,0.02,5.19,2.3,-1.43,3.45,2.2,3,4.3,5.7,-1,2.5,6.4,0.06,2.05,2.5,2,4.5,2,4.2,1,6,0.67,,5,3,-3,1.76,10.2,-3.41,-2.76,-12.77,2.36,0.01,6.16,2,4.4,1.02,4.2682931645,22,20052,13,19973,12
Indianapolis,Jacksonville,15,17.32,15.73,20,17.84,16.1,11.95,13,18,18.06,22,13.53,23.03,15.92,15.1,14.48,12.66,18.7,7,8.85,7,7,16,15,,,15.85,18.79,20,15,13.5,12.26,20,16.91,18,16.59,14.52,14.6,14.93,10.88,20.4,13.73,19.82,18.1,15.8,21.4,15.8,15,14.5,15.8,9.38,14.88,20.7,17,15,24,14.1,9,15,13.66,,14.5,15.5,16,16.2,28.1,12.98,14.54,17.48,17.75,17.2,15.48,13,14.9,13.32,3.8925513682,3,20052,23,19973,12
