Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linehanson,linepig,linenutshell,linecpa,lineexcel,linemore,linedunk,linecpa2,linepyth,lineelo,lineeff,linesaggm,linel2,linel1,linel2h,linefox,lineca,linebihl,lineesp2,linesagr,linesagp,linepi,linemidweek,lineopen,linemds,linecurry,linejohns,linemass,linecoff,linetalis,lineesp,lineturner,linedonchess,linepim,linelog,linepugh,lineteamrank,linemed,linekerns,linejens,lineash,lineffw,lineburd,linecrunch,linedok,linepib,linest,linecovers,lineround,lineclean,linewhatif,lineespn,linerwp,linedwig,lineps,linegametime,linedoi,linelinx,linestjohn,lineppg,linel2to,lineherbert,linefeng,lineiron,linekalin,linestd,rscore,hscore,week
Chicago,San Francisco,-1.5,2.96,3.58,4,1.29,3.58,2.29,6,2.28,,-7,-0.6,4.54,,3.26,4.6,2.91,3.48,4.7,8.5,9.13,5,0,4.45,2.2,3.51,2.59,6,1.5,1,,3.96,4.3,3.95,6.09,1.94,1.8,6.8,4.92,4,7.71,2.98,3.7,3.89,6,6.9,3,3,1.8,1.1,3.66,6,2.5,5.5,4,6,-1.9,2.57,6.59,2.05,,4,3.73,6.12,2.56,-2.55,6.18,-10.26,5.7,3.83,4.49,2.470846993,6,26,13
Cincinnati,Philadelphia,1.5,-0.73,-4.24,-2,2.16,-0.05,3.62,3,3.07,,-1,-1.37,-1.35,,-3.12,0.11,-0.45,0.56,-3.71,-3.2,3.36,6,1.5,-1.92,-0.5,0.33,-1.62,2.1,1,-1.5,,1.44,-2.1,-0.62,-0.49,-1.43,0.6,-0.32,0.83,3.2,-3.82,-3.44,3.4,-0.15,-4,-0.5,0.01,4,3.9,1.3,1.83,2.6,-3,0.5,-4,2.5,-6.2,3.27,-4.88,0.2,,3.5,-0.75,1.14,-2.47,0.21,-3.2,0.16,1.8,1.92,1.72,2.5683595043,14,32,13
Green Bay,Houston,6.5,5.23,5.13,3,7.79,4.8,1.97,6,1.71,,6,1.64,3.11,,5.73,4.63,4.69,4.83,5.23,3.55,12.35,5,6.5,5.18,5,4.49,5.9,5,6.5,6.5,,3.53,4.5,4.57,3.12,2.53,3.9,1.74,5.62,4,0.05,4.84,6.1,4.88,7,5.5,4,6,8,2.2,5.22,5.4,8,6,4,5.5,-2.9,8.07,4.57,4.05,,6,5.06,1.86,3.78,9.27,4.91,7.85,6.7,4.49,5.58,1.9335814818,13,21,13
Jacksonville,Denver,-3.5,-7.78,-6.63,-11,-10.42,-7.58,1.2,-4,-6.85,,-9,-8.99,-16.59,,-6.62,-6.12,-2.7,-7.86,-11.44,-14.2,-15.35,-10,-4.5,-9.04,-5.1,-7.9,-7.7,-9.2,-4,-4,,-10.57,-9.6,-10.17,-9.31,-7.22,-5.3,-6.69,-7.67,-6.5,-10.14,-10.83,-5.5,-7.59,-13,-9.4,-5,-6,-5.7,0.9,-6.23,-9.4,-7.5,-4.5,-14,2.5,-5.1,-4.56,-10.97,-5.75,,-4,-5.33,-9.45,-8.37,-2.73,-5.4,-1.95,-5.5,-5.27,-7.3,3.695673636,20,10,13
Minnesota,Dallas,-3,-2.03,-2.78,-4,1.31,-2.63,1.03,-3,-15.07,,-4,-5.56,-3.69,,-1.7,-5.46,-0.13,-2.16,-1.49,-2.46,-6.54,-2,-3,-2.69,-4.5,-2.52,-1.73,1.5,-3,-3.5,,-4.39,-2.9,-3.22,-5.1,3.31,-5.6,-3.77,-1.47,1.5,-5.9,-4.28,1.5,-2.73,-4,-2.6,0.01,1,-5.3,-5.3,-1.76,0.7,-2,-4.5,-5,-0.5,-2.3,3.99,-6.22,-6.7,,-1.5,-0.61,-3.68,1.32,-6.91,-3.73,-1.22,-0.3,0.46,-3.41,2.9550073798,17,15,13
N.Y. Jets,Indianapolis,-1.5,0.87,-0.49,-2,5.35,1.02,4.42,2,2.72,,1,2.49,-0.06,,-0.6,0.5,0.89,0.69,-4.5,-7.25,-3.06,7,-1,0.91,0.1,0.64,1.04,3.9,-1.5,0,,0.88,0.4,0.41,-3.29,5.62,1.2,-1.23,0.73,1.3,-7.17,-0.09,2.5,0.96,5,1.3,2,4,5.5,5.6,2.38,4.7,1,0.01,-2,3,-3.5,3.88,-3.02,2.35,,0.5,1.93,1.15,-3.41,-4.73,-3.07,-2.68,2.1,3.42,1.06,2.8303930848,41,10,13
New England,Los Angeles,13,14.07,11.44,13,14.93,13.7,5.83,13,23.43,,12,16.46,18.05,,16.32,12.44,10.16,13.77,15.35,11.47,10.63,17,13,16.08,13.4,13.64,14.41,15.3,13.5,13,,19.2,12.9,13.27,14.79,10.33,13.2,11.67,14.53,13.1,9.16,15.76,13.6,13.44,14,14.4,10,14,18.2,10.8,12.9,14.4,15,12,19,8,9.3,19.07,15.57,10.05,,16.5,12.22,11.39,12.19,13.18,13.47,9.99,12.3,11.97,14.27,2.968758623,10,26,13
New Orleans,Detroit,6.5,4.87,9.36,3,5.9,5.02,6,5,8,,-3,4.71,0.72,,3.92,5.23,3.7,3.74,8.12,8.62,7.72,6,6.5,6.39,3.7,3.51,5.89,5.5,6,3.5,,7.31,6.2,4.84,3.32,2.05,2.3,-1.34,5.43,6.6,0.3,7.91,5,5,12,8.1,2,5,11.3,6.6,3.78,5.8,7,4,6,7.5,2.3,9.04,4.49,5.5,,4.5,6.44,-0.45,3.13,9.91,6.64,3.77,3.3,4.04,3.36,2.8269847613,28,13,13
Oakland,Buffalo,3,2.39,6.19,8,-1.34,3.06,1.05,2,3.28,,5,-0.51,1.37,,1.77,2.82,2.35,3.45,4.9,7.77,-2.77,0.01,3,5.62,3.1,3.64,1.51,0.1,3,3.5,,4.83,5,2.6,9.14,1.48,3.2,8.3,4.33,0.6,11.39,4.05,1.8,3,3,6.5,1,-1,2.8,-0.8,3.39,0.4,2.5,5.5,7,3,1.3,2.82,7.84,3.35,,3.5,3.37,7.57,3.98,4.36,2.57,3.05,3.5,0.53,0.57,2.4801392398,24,38,13
Pittsburgh,N.Y. Giants,6.5,6.04,6.35,2,8.97,5.47,2.71,7,5,,11,8.49,5.92,,4.9,4.34,3.95,5.72,2.73,-0.61,11.74,11,6.5,5.74,5.7,5.24,6.6,7.6,6,4.5,,6.51,5.1,5.02,2.34,8.13,5.3,-0.21,5.62,7.6,-3.57,5.85,7.9,5.72,6,7.5,5,8,9.6,-3.9,6.68,8.1,9,5.5,7,5,-1.9,7.05,3.23,5.1,,5.5,5.72,0.04,7.34,5.18,0.15,0.82,5.5,6.24,7.72,2.8895872533,14,24,13
San Diego,Tampa Bay,3.5,4.61,3,4,4.07,3.63,1.97,2,-1.29,,-9,1.06,4.46,,5.57,2.11,4.75,3.8,9.32,3.91,11.52,3,3.5,6.44,1.4,3.69,5.29,3.2,3.5,3.5,,1.62,5,2.47,2.19,4.6,-1.2,1.65,5.43,3.7,4.54,5.48,5.8,4,7,5.5,5,5,-2.1,5.1,5.85,3.1,6,5,7,4,1,7.32,4.06,-0.15,,4,5.83,-1.07,5.82,7.82,8.82,4.65,3.5,3.88,2.1,2.9123527598,28,21,13
Seattle,Carolina,7.5,5.94,5.89,7,6.9,5.99,3.98,7,13.35,,-2,7.52,11.18,,6.84,6.07,5.39,6.42,5.45,2,8.92,6,7.5,7.18,6.6,6.59,5.5,6.8,6.5,6.5,,7.08,5.3,4.05,8.34,3.54,6.1,10.06,5.63,4.6,6.71,5.55,6.3,6,4,8.3,3,6,9.9,4.5,4.23,7.3,8,8.5,9,-1,8.6,5.92,8.49,5.55,,6,5.51,6.44,4.43,-0.69,3.97,7.18,5.5,5.32,3.76,2.6926858852,7,40,13
Buffalo,Pittsburgh,-1.5,1.02,2.19,-0.25,2.13,0.84,5.08,1,0.93,,5,-1.94,2.85,,1.23,-0.68,1.67,0.55,3.37,1.68,4.16,-1,-1.5,,-1.7,0.75,1.23,-0.2,-2,-1,,-1.03,-0.5,-0.22,0.2,0.63,-1.3,3.46,-0.6,0.4,0.7,-0.93,1.3,0.63,1,0.2,0.01,1,-3.1,2.9,0.17,-0.5,0.01,-1.5,-1,4.5,-1,2.11,-1.35,3,,-1,1.01,5.33,0.96,3.25,3.11,-1.65,-0.5,0.75,-1.68,1.8972018192,27,20,14
Carolina,San Diego,1,0.95,-1.01,-1,3.23,1.44,1.1,2,-1.85,,15,-2.04,3.26,,-0.17,0.66,0.75,2.28,-2.32,-0.05,-2.96,4,1,,0.4,2.02,0.17,4.8,1.5,1.5,,4.69,-0.2,0.35,-0.22,6.37,-0.3,0.28,3.01,4,-4.18,-2.1,1.7,0.75,-3.8,1.3,2,5,-1.1,-3.3,1.97,5,-2.5,-0.5,-3,4.5,-2.4,4.49,-1.45,4.5,,3,-0.22,4.33,-0.47,-2.25,-2.02,3.16,4.5,3.13,4.77,3.1825756376,16,28,14
Cleveland,Cincinnati,-6,-8.09,-9.53,-11,-12.7,-8.83,-1.51,-8,-8.57,,-13,-12.12,-13.26,,-5.19,-11.39,-2.82,-8.89,-8.05,-8,-10.09,-14,-6.5,,-7.6,-8.64,-7.82,-11.8,-5,-5,,-14.42,-7.2,-9.68,-8.67,-8.4,-9.2,-12.37,-13.6,-10.6,-7,-8.94,-8.1,-8.67,-11.9,-8.7,-7,-8,-16.3,-4.2,-5.42,-12.3,-6,-3,-11,-1,-1,-6.7,-13.67,-10.4,,-8.5,-4.93,-14.44,-5.3,-3.86,-4.87,-5.4,-8.3,-7.41,-9.79,3.5762037896,23,10,14
Detroit,Chicago,7.5,8.6,7.11,10,7.72,9.23,2.69,10,12.86,,5,10.48,15.27,,9.69,9.65,6.92,8.63,9.52,6,11.38,11,7.5,,9,8.9,8.38,10.2,7.5,9.5,,15.41,9.3,9.63,12,10.08,10,13.1,9.1,10.9,9.55,9.64,8.3,9.1,6,11.7,6,9,12,7,7.33,10.3,10.5,8.5,13,3,7.6,7.25,14.18,8.9,,10,7.47,13.08,7.13,7.92,5.68,2.87,7.6,7.68,8.21,2.706930972,17,20,14
Green Bay,Seattle,-3,-1.56,2.57,-3,-1.86,-2.23,2.49,-3,-13,,5,-7.15,-5.95,,-2.89,-3.45,-0.83,-1.19,-1.02,3,3.75,-8,-3,,-3.2,-1.21,-1.81,-5.5,-2.5,-3,,-8.98,-0.4,-0.61,-1.37,-3.8,-4,-2.12,-1.39,-3.5,0.13,-3.16,-2,-2.12,-2.2,-1.5,-1,-4,-10.8,-2.2,-2.88,-6.1,-0.5,0.5,-3,4,-4.4,0.95,-1.43,-2.85,,-3,-0.65,-2.44,-1.54,2.58,2.81,-1.27,-0.6,-3.68,-2.15,3.3171288807,10,38,14
Indianapolis,Houston,6.5,4.59,1.41,3,3.11,4.56,3.03,7,5.71,,-1,5.78,0.93,,6.92,4.64,5.34,4.01,8.49,4.32,11.98,4,6.5,,6.6,3.91,5.17,4.4,6,6.5,,9.04,3.7,3.36,4.05,-0.09,7.2,1.65,3.41,5.1,1.75,5.41,4.6,4.45,0.8,6.7,2,5,11.5,7.7,3.6,4.7,6,6,5,3.5,1.2,5.41,4.15,4.45,,7.5,4.41,1.21,3.47,10.67,8.04,8.04,2.8,4.46,5.02,2.4757745859,22,17,14
Jacksonville,Minnesota,-3.5,-4.97,-4.36,-6,-6.37,-4.33,2.73,-2,-0.93,,-7,-6.84,-13.01,,-4.88,-3.55,-1.43,-5.08,-5.27,-4,-6.2,-8,-3.5,,-3.1,-5.07,-4.92,-6.3,-3,-3,,-8.23,-5.3,-5.46,-4.17,-8.12,-2.6,-5.2,-4.2,-4.2,-4.14,-5.91,-3.7,-4.84,-0.9,-4.6,-3,-4,-3.7,4.9,-2.27,-6.5,-5,0.01,-8,5,-5.2,-3.68,-9.26,-4.6,,-2.5,-3.26,-7.06,-6.25,1.25,2.43,-4.44,-3.4,-4.08,-4.84,3.391384747,25,16,14
Kansas City,Oakland,3,3.12,-2.4,1,6.71,2.77,-1.47,5,7,,-7,0.96,6.67,,3.11,2.92,3.16,3.15,2.28,2,-2.06,4,3,,2.3,3.05,3.16,4.7,3,3,,3.19,2.5,2.05,1.3,5.32,1.6,1.32,3.31,4,-0.65,1.29,4.2,3,-0.2,5.6,4,7,2.9,2.4,3.38,4.4,3,2,1,-1.5,-1.1,3.71,2.07,3.05,,3.5,2.55,1.61,2.04,-3.33,2.38,3.9,3.6,4.84,4.69,2.5298283276,13,21,14
Los Angeles,Atlanta,-6,-6.33,-7.43,-9,-1.41,-6.49,-1,-5,-9.86,,-9,-9.63,-6.1,,-6.33,-6.85,-2.9,-5.23,-11.07,-9.01,-15.41,-7,-6,,-6.1,-5.33,-7.12,-5.2,-6,-5.5,,-6.88,-9.1,-8.22,-8.19,-2.18,-6.3,-2.91,-6.2,-5.1,-6.16,-12,-5,-6.33,-11.8,-8.8,-4,-5,-9.8,-1.2,-7.36,-5.6,-10.5,-5,-13,-4.5,-4.3,-6.8,-9.72,-1.4,,-5.5,-6.41,-1.66,-8.05,-15.17,-7.45,-4.28,-4.2,-3.91,-4.75,3.0315191187,42,14,14
Miami,Arizona,-1.5,-0.85,0.59,1,-4.96,0.09,0.6,2,10.65,,-7,0.5,2.14,,-0.35,1.63,0.88,-0.24,-0.83,-0.52,4.31,-3,-1.5,,0.7,0.23,-1.68,-2.7,1,2.5,,1.85,1.5,1.19,3.17,-1.44,0.4,8.19,-0.59,-1.2,2.36,-1.22,-1.6,-0.17,-8.6,3,-3,-2,-1.3,0.8,-2.94,-2.6,1,2,4,-1.5,1.2,-0.81,2.71,0.35,,-0.5,0.25,8.36,-1.47,-1.84,-0.17,3.22,-0.9,-1.25,-1.52,3.0901446292,23,26,14
N.Y. Giants,Dallas,-3.5,-3.71,-4.26,-5,-2.6,-3.39,0.8,-2,-9.43,,-8,-6.84,-4.47,,-2.94,-4.25,-0.6,-3.75,-3.82,-3.36,-9.99,-6,-3.5,,-3.4,-3.83,-3.69,-2.7,-3.5,-3,,-6.46,-3.8,-3.56,-4.22,-2.78,-3.8,-0.76,-2.89,-2.4,-4.49,-4.92,-2,-3.56,-5.6,2.5,-2,-2,-4.3,-0.1,-1.02,-3.2,-4,-1.5,-6,-3,-2,1.46,-6.08,-3.35,,-2.5,-2.15,-1.39,-4.55,-5.33,-1.91,-2.8,-1.7,-1.74,-4,2.1242358364,7,10,14
New England,Baltimore,6.5,7.77,4.26,7,11.57,8.14,5.99,8,12.85,,7,8.28,15.65,,6.48,6.39,5.48,8.13,7.9,11,11.91,8,6.5,,5.7,8.04,7.57,10.3,7,8,,10.85,7.4,8.51,8.33,7.54,4.4,8.48,9,9.1,6.24,5.91,9.2,7.9,6.9,9.2,6,9,2.9,5.7,7.65,12.4,9,7.5,9,2,6.8,10.81,9.98,6.55,,9.5,6.02,10.1,4.56,7.25,7.37,5.32,7.7,7.56,9.54,2.5526026776,23,30,14
Philadelphia,Washington,-1.5,3.33,1.17,1,2.32,1.36,1.98,0.01,-7.42,,6,2.96,4.16,,4.16,-1.04,3.67,2.59,4,1.16,8.35,3,-0.5,,0.5,2.44,4.02,0.4,-1,0,,-2.05,2.2,2.12,0.89,2.18,2.1,0.42,1.01,-0.5,-1.15,2.25,4,1.53,-0.7,1.7,4,1,-2.5,-10.3,1.25,-0.1,5,-1,4,-0.5,-1.3,2.71,1.23,1.25,,0.01,3.54,0.69,1.53,-3.21,3.78,-0.75,1,1.71,0.44,2.7180500377,27,22,14
San Francisco,N.Y. Jets,3,0.41,-3.49,-2,0.87,-0.8,0.14,0.01,-2.64,,4,-1.23,-4.19,,2.16,-1,2.22,-0.5,0.27,-2,3.81,-2,2,,0.9,-0.51,1.16,-4.1,2.5,1,,-2.92,-1.3,-1.82,-0.53,-2.72,0.8,-2.46,-1.99,-2,-2.22,-0.18,-0.1,-1,-4.1,-0.8,-1,-1,3.5,-0.3,0.64,-5.1,2,0.5,-1,-1.5,-4.8,4.38,-4.73,2.45,,-1.5,0.92,-2.46,1.88,4.33,-2.32,0.99,-3,-0.56,-2.11,2.2967684299,23,17,14
Tampa Bay,New Orleans,1.5,3.11,1.55,4,-1.46,3.04,0.13,7,5.57,,-5,5.69,2.96,,1.82,6.75,2.02,3.99,3.13,8.69,-2.63,5,1.5,,5.9,4.17,2.38,4.4,2.5,2.5,,7.79,3,2.65,4.23,-0.48,9.4,5.35,1.1,3.7,5.6,1.66,2.2,3.11,3.3,7.2,2,2,10.9,-0.6,0.25,4.3,1.5,2.5,4,-1.5,-1.7,-0.07,5.7,5.3,,4,2.01,5.95,3.52,-3.83,1.55,4.72,3.5,2.44,4.21,2.9979850261,11,16,14
Tennessee,Denver,1.5,-3.86,-0.05,-5,-10.31,-2.38,4.29,0.01,-2.07,,-5,-4.82,-8.05,,-0.29,-1.68,1.06,-4.5,-3.94,-5.95,-3.63,-5,0.5,,-0.2,-4.15,-3.65,-4.8,1,1,,-3.1,-3.5,-5.43,-2.74,-3.15,-1.4,0.33,-4.19,-2.6,-4.95,-3.49,-3.7,-2.74,-3.2,-2,-2,-4,-1.6,11.8,-0.54,-4.7,-0.5,0.5,-5,5,-1.3,0.85,-5.49,-0.7,,-0.5,-1.49,-2.32,-0.79,3.83,-0.78,2.01,-3.7,-2.61,-4.67,3.4120509716,10,13,14
Arizona,New Orleans,3,4.42,1.74,2,8.91,2.98,2.26,5,-5.25,,5,2.49,6.75,,4.05,0.69,3.45,5.29,1.42,-1,2.73,5,3,2.53,0.8,5.03,4.01,5.2,2.5,3,,0.95,1.08,1.21,1.59,2.5,-0.9,3.77,3.37,3.5,-0.12,1.14,5.2,3.34,2.6,3.4,4,5,-0.9,3.3,2.44,4.9,2.5,4,4,2.5,-1.5,4.69,1.87,3.2,,4,1.06,3.55,5.03,-0.62,1.02,5.45,5.7,4.27,4.76,2.3457517715,48,41,15
Atlanta,San Francisco,14,16.48,15.99,25,12.9,16.97,7.2,17,18.08,,20,19.8,23.93,,14.44,20.12,11.93,15.9,7,7,7,22,14.5,21.52,14.3,16.05,16.93,21.6,13.5,13,,26.39,19.78,18.91,20.8,15.34,15.1,12.63,19.87,21.3,7,22.15,16.6,16.77,26.7,18.7,12,17,25.9,8.4,14.13,22.2,17,15,25,11,11.8,15.08,18.72,16.6,,17.5,14.51,10.4,20.88,15.62,7,5.37,15.5,14.36,15.79,4.9691800805,13,41,15
Baltimore,Philadelphia,6,3.2,2.06,3,3.23,4.31,7.19,7,10.82,,3,3.36,2.53,,4.8,5.78,4.03,3.85,0.88,1,8.54,8,6,2.93,7.7,3.85,2.7,3.2,5.5,6,,10.9,2.08,3.37,4.77,2.31,9.5,4.88,3.07,5.3,1.21,2.79,3.7,3.55,0.3,5.9,1,6,14.7,9.2,3.06,3.7,-0.5,7,5,4,2.9,2.85,4.24,5.8,,8,0.86,5.27,2.12,1.15,-0.06,4.68,3.4,4.62,5.05,2.8895478726,26,27,15
Buffalo,Cleveland,10.5,15.2,16.12,18,15.02,14.82,6.82,14,13,,15,16.09,25.84,,13.77,14.93,10.81,15.44,15.2,17,4.34,17,11.5,15.54,11.6,15.32,15.24,16.7,10,10.5,,17.95,13.28,14.89,15.64,14.14,13.2,17.57,18.37,16,7,14.63,15.1,15.01,15.8,15.5,11,15,17.6,14.2,7.66,17.2,15,11.5,19,6.5,10.5,16.04,19.67,15.4,,14,10.06,18.7,13.45,11.08,11.3,8.58,12.8,13.17,15.32,3.4752389303,13,33,15
Chicago,Green Bay,-4.5,-4.7,-4.52,-7,-5.25,-4.83,2.21,-4,-2.14,,-22,-6.77,-9,,-3.06,-4.89,-0.97,-5.05,-4.68,-6,0.43,-4,-4.5,-4.3,-5.3,-4.93,-4.54,-5.8,-5.5,-6.5,,-5.34,-4.52,-4.43,-4.54,-4.66,-4,-1.12,-5.94,-6.6,-5.21,-5.74,-4.4,-4.69,-6,-3.7,-3,-5,-8,2,-6.99,-5.9,-4,-4,-8,-0.5,-4.6,-5.3,-8.16,-1.45,,-5,-3.6,-0.77,-3.2,-6.62,-2.73,-5,-5.1,-3.14,-5.2,3.19166209,30,27,15
Cincinnati,Pittsburgh,-3.5,-1.53,-1.02,-2,0.24,-1.28,2.34,-2,1.57,,8,-2.36,-5.11,,-0.94,-1.88,0.6,-1.47,0.71,-3,8.9,2,-3,-1.87,-3.2,-1.44,-1.6,-1,-3,-3.5,,-3.88,-1.92,-1.52,-1.73,-0.07,-2.9,-0.1,-1.33,-0.9,-2.3,-2.8,-0.5,-1.51,-3.3,-2.5,0.01,1,-2,-3.9,-2.02,-1.5,-3.5,-2.5,-5,1.5,-11.1,0.66,-4.53,1.35,,-0.5,-1.84,1.36,-0.56,-0.05,0.76,-3.33,-0.7,-0.09,-2.38,2.5102596725,24,20,15
Dallas,Tampa Bay,7,9.03,3.47,10,5.71,6.88,5.02,5,4.54,,-3,4.8,12.69,,9.4,4.52,7.18,9.13,8.45,4.5,-0.02,7,7,10.82,4.1,9.1,8.99,6,6.5,7,,1.68,8.18,7.06,7.69,7.2,1.2,7.07,9.17,5.3,6.72,9.35,8.1,7,7.9,10.1,6,7,1.4,8.1,6.89,6.3,8,7.5,11,4.5,5.2,6.87,11.07,11.6,,7,6.77,4.97,5.66,5.62,10.7,7.68,7.8,6.42,6.64,2.8665200455,20,26,15
Denver,New England,-3,0.09,-1.07,-1,-1.16,-0.61,0.38,-1,-3.07,,1,-4.44,-2.93,,-0.44,-0.03,0.37,-0.15,3.59,4.2,1.57,-3,-2.5,1.89,-2.7,-0.19,0.29,-1,-3,-3,,-5.82,1.48,0.53,0.24,0.84,-2.3,0.9,-0.74,-0.6,1.54,0.92,0,-0.52,-0.8,3.4,0.01,-1,-2,-9.5,-0.99,-2.3,1,-1,-1,1,-1,1.87,-0.86,-2.05,,-3,0.66,0.57,-0.11,-2.08,2.68,-1.4,0.2,-0.89,-2.9,2.2089926856,16,3,15
Houston,Jacksonville,3.5,6.92,6.51,9,8.05,7.41,1.89,7,4.78,,14,7.4,15.53,,5.72,8.33,4.58,8.07,7.93,8,13.39,10,4.5,9.31,6.5,8.35,5.86,7.6,6,6,,10.46,6.98,7.65,9.22,9.47,7.1,8.72,6.27,7,10.68,6.46,6.5,7.05,4.6,10.5,5,7,9.6,0.6,4.11,7.5,7,7,12,1,2.2,5.44,13.37,8.05,,6.5,4.45,9.3,5.67,1.15,5.94,-1.1,6.1,6.15,7.29,3.0529748549,20,21,15
Kansas City,Tennessee,6,8.58,0.47,9,11.58,7.59,-0.66,9,9.47,,6,8.16,14.97,,5.2,6.86,4.42,9.66,6.5,10.49,5.3,10,6,9.01,5.9,9.48,8.01,8.8,5,6,,13.15,7.78,8.73,8.36,8.19,6.4,7.05,8.97,7.8,5.89,6.63,9.2,8.18,5.6,10.4,6,11,9,-1.9,6.21,9.6,6.5,6,11,-0.5,1.2,5.99,11.06,6.85,,7.5,4.67,9.38,9.88,0.54,3.69,4.25,8.5,7.97,9.38,3.4405937807,19,17,15
Minnesota,Indianapolis,4.5,6.1,4.44,6,8.15,5.27,3.4,4,-2.67,,10,6.02,8.89,,5.79,4.68,4.6,5.73,3.59,5,0.31,8,4.5,7.09,4,5.62,6.44,7.7,4.5,4,,8.65,6.58,5.27,4.06,7.82,4,2.79,5.67,5.5,1.8,5.72,6.1,5.7,7.1,7.5,5,6,5.4,0.6,6.43,8.1,6.5,3,7,2,2.4,6.46,8.35,6.2,,4,4.27,3.04,7.5,-3.38,-0.6,4.49,6.4,5.72,4.67,2.5758809697,34,6,15
N.Y. Giants,Detroit,4,3.04,4.67,3,2.08,2.53,2.96,3,3.03,,3,1.96,3.15,,2.05,1.65,2.6,3.11,2.71,3,-1.94,0.01,4,4.16,3,3,3.07,1.5,4,4,,1.89,2.88,2.88,2.31,-3.15,1.4,2.26,3.57,0.3,2.49,2.82,3,2.73,1.5,3.2,2,2,1.4,9.9,2.76,1.9,2.5,3,5,0.01,2.4,4.97,3.68,4.7,,2.5,1.98,0.09,1.27,-1.08,4.3,1.34,3.6,1.87,2.42,1.7047752577,6,17,15
N.Y. Jets,Miami,-2.5,-1.04,-0.45,-4,0.57,-1.25,5.15,-3,-2.64,,5,-4.19,-4.38,,-1.79,-2.88,0.01,-0.93,-1.42,-7,-4.99,1,-2.5,-1.65,-3.2,-1.19,-1.03,0.6,-2.5,-3,,-4.2,-1.72,-1.5,-3.47,-0.3,-4,-2.87,-0.83,-0.7,-4.75,-2.69,0,-1.31,-0.1,-2.5,1,1,-4,0.6,-3.65,0.8,-1.5,1.5,-5,4,-5.8,0.94,-5.75,-1,,0.5,-1.62,-0.92,-2.04,-2,2.46,-6.8,0.6,0.71,1.3,2.5035034832,34,13,15
San Diego,Oakland,-3,-0.89,-0.09,-5,0.65,-0.9,1.67,-1,4.82,,-2,-2.93,-3.65,,1.09,-2.47,1.58,-2.09,1.55,1.01,-1.07,-1,-3,-0.29,-3,-2.25,0.03,-0.7,-2.5,-3,,-7.65,-0.82,-1.92,-3.42,-0.45,-3,-2.63,-1.03,-0.3,-5.88,-0.95,0.8,-0.92,0.7,-1.1,1,1,-4,4.4,-3.03,-1.7,0.5,-2,-4,1.5,-6.9,1.33,-4.5,-3.45,,-0.5,-0.16,-2.71,-2.93,1.38,7.03,-2.78,-0.5,0.37,1.03,2.5776540515,19,16,15
Seattle,Los Angeles,15.5,11.82,12.27,10,14.76,12.48,9.1,12,15,,15,15.83,17.55,,13.59,11.36,8.96,11.65,13.76,10.5,7,17,15,12.98,14.6,11.47,12.17,14.8,15.5,14,,16.78,10.68,12.28,12.95,10.94,14.2,8.78,13.77,11.8,8.32,14.12,12.6,12.28,10.3,13.6,9,13,18.2,9.1,12.77,15.7,14,13,16,6.5,10.1,15.86,14.22,6.05,,15,8.97,8.69,9.78,9.91,11.44,12.13,11.6,11.22,11.65,2.7344343598,3,24,15
Washington,Carolina,6.5,5.13,4.71,8,-0.65,4.84,3.12,6,9.89,,2,3.51,4.42,,5.23,4.05,4.6,4.39,6.51,1,7.7,2,6.5,8.79,4,4.76,5.42,2.9,6.5,4.5,,2.33,5.38,4.58,7.41,1.94,3.4,6.26,4.57,2.6,5.34,7.29,3.3,4.58,9,8.7,2,3,4.5,13.7,3.11,2.9,9.5,6,9,2.5,4.8,3.6,8.56,5.95,,3.5,4.72,2.83,5.92,5.58,6.33,5.93,3.8,3.38,4.01,2.5215576903,26,15,15
Buffalo,Miami,5,5.52,6.06,4,6.71,4.59,7.64,4,1.89,,6,2.47,5.82,,5.36,1.49,4.41,4.57,5.86,2.38,1.24,6,5,5.43,2.2,4.23,6.48,5.9,3.5,3,,-0.62,4.48,3.49,2.77,3.96,0.9,1.84,5.11,6.3,-0.79,6.16,6.2,5,7.9,4.5,5,6,2.9,7,4.97,5.8,7,3.5,5,4.5,-1.8,9.03,3.96,3.95,,3,5.01,2.65,6.78,5.07,5.2,1.3,,5.11,6.82,2.0262098475,34,31,16
Carolina,Atlanta,-3,-2.69,-1.97,-5,0.94,-2.35,0.33,-1,-1,,2,-5.66,-3.28,,-2.65,-1.07,-1.34,-1.34,-6.36,-7.76,-10.14,-2,-3,-4.53,-1.8,-1.57,-3.64,-2.4,-2.5,-1,,1.49,-3.32,-2.62,-2.79,-0.19,-1,-0.74,-0.79,-3.3,-2.68,-6.15,-1.6,-1.98,-7.1,-1.7,-1,-1,-4.1,-1.7,-1.91,-2.1,-5,-2.5,-7,0.01,-5.4,-1.06,-5.04,-1.8,,-1,-3.07,2.18,-4.21,-7.43,-4.32,-1.78,,-0.95,-1.18,2.2952649911,33,16,16
