Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linewunder,linepig,linens,linecpa,lineexcel,linemore,linedunk,linecpar,linepyth,lineelo,lineeff,linetrexler,linel2,lineschmidt,linel1,linel2h,linefox,lineca,linebihl,linegrid,linesage,linesagp,linejfm,lineimes,lineopen,linegrinder,lineself,linejohns,linemass,linecoff,lineesp,linereister,linetsr,linelog,linestrength,linebenson,linemed,linekerns,linejens,lineash,linehollo,lineburd,linemrr,linedok,linepugh,linest,linecovers,lineatom,linewhatif,linedwig,lineppros,linegametime,linepickle,linecrunch,linensr,linelinx,linecombo,linegirl,linelaff,linepasteur,linearmstrong,linecover81,linerwp,linebmc,linepi1,linepi2,linepi3,linebaldwin,linestd,week,hscore,rscore,year
Tennessee,Tampa Bay,3,3.02,3.14,4,4.4,5.05,6,6,10.5,6.04,,7.76,0.71,1.17,10.38,6.42,7.71,3,5.41,5.22,0.01,-2.39,7,3.5,7.05,,-1.06,7.36,3.57,3.5,3,,,,6.53,4.88,3.3,,,-3.09,7.59,,5.33,6.9,6.9,3,7,9.2,5.37,4.42,6.63,7,5,,2,,,6,5,7.5,4.18,-0.01,6.01,1.51,6.3,7.42,3.93,0.7,5.29,6.25,4.7,4.5,-0.6,,2.5370192237,12,23,17,2011
Arizona,Dallas,-4.5,-6.32,-0.73,-6,-3.18,-4.8,-4,-2,-3.4,-5.99,-1,-3.13,-6.83,-2.61,-3.65,-2.26,-0.96,-6,-5.16,-2.43,-5,-5.48,-7,-4.5,-4.83,,-5.38,-7.3,-2.45,-2,-6.5,,,,-5.01,-4.5,-3.6,-3,,-4.83,-7.24,,-4.91,-11.7,-2.9,-5,-7.43,-3.6,-2.59,-7.02,-7.82,-6.5,-4.7,,-7,-5.5,,-3,-7.9,-4.4,-3.53,-6.71,-2.16,-0.91,-7.9,-3.4,-6.24,-4,-13.03,-5.48,-4,-5.4,-5.4,,2.6504102546,13,19,13,2011
Buffalo,Tennessee,1,0.52,0.56,0.25,1.9,-0.04,1,-1,-6.8,-0.05,13,-0.43,-3.86,-0.56,0.46,-1.92,1.36,1,1.04,0.72,2.2,2.74,-2,1,2.29,,0.63,0.41,1.04,0.7,-1,,,,-1.01,-1.97,-5.8,-4,,0.12,3.27,,0.54,3.8,0.5,1,1.55,-10.3,2.06,0.51,0.69,3.5,2.1,,-3,1,,0.01,3.2,-3.5,-0.25,-0.22,-3.03,0.74,0.8,0.35,2.81,2.2,-4.8,-3.3,-2.2,3.4,3.4,,3.1964318487,13,17,23,2011
Chicago,Kansas City,8.5,13.9,11.18,13,17.42,13.1,11,12,16.1,8.95,-1,10.72,14.58,5.1,15.7,12.72,11.01,9,17.74,12.56,13.29,7,19,9.5,18.75,,11.8,17.35,13.76,12.3,8,,,,15.12,15.11,8.4,6,,11.59,13.79,,12.71,18.3,14,8,21,25.9,14.43,10.66,20.57,21,10.6,,2,18.1,,10.5,9.3,11,11.47,13.85,13.14,10.18,14.1,10.14,10.4,6.3,16.07,9.51,5.9,9.3,7.3,,4.8468077247,13,3,10,2011
Cleveland,Baltimore,-7,-10.49,-5.42,-10,-9.95,-8.94,-8,-7,-1.5,-11.68,1,-9.41,-7.79,-8.77,-8.65,-6.85,-3.35,-7,-12,-7.98,-11.6,-8.65,-8,-7,-10.42,,-9.3,-11.96,-7.31,-8.7,-7,,,,-11.26,-8.32,-8.7,-4,,-9.83,-15.97,,-8.7,-13.7,-10.2,-7,-11.5,-3.5,-7.07,-8.67,-12.12,-9,-6.5,,-11,-9.7,,-6.5,-10,-10.1,-6.75,-9.55,-3.35,-5.19,-9.5,-8.2,-4.88,-5.3,-18.78,-9.64,-9.7,-8.5,-8.5,,3.3195214618,13,10,24,2011
Houston,Atlanta,-1.5,5.81,5.13,6,5.39,5.16,4,6,5.6,-0.34,3,6.16,-3.4,-0.68,8.69,7.89,6.6,-1,8.6,6.45,7.4,3.42,10,-0.5,8.87,,3.48,8.82,5.97,5.6,1,,,,8.4,5.88,4.6,2,,3.02,11.09,,5.99,9.2,8.7,5,9.18,12.6,8.15,2.81,8.48,10,4.5,,1,9.3,,2.5,-5,4.2,8.16,2.1,3.21,0.81,9.3,6.31,4.29,-0.4,6.01,4.67,-3.2,-5.1,-5.1,,4.2156593774,13,17,10,2011
Jacksonville,San Diego,-3,0.17,2.24,-1,-2.1,0.54,-2,0.01,4.7,0.98,2,1.56,3.74,-1.92,-1.58,2.86,0.08,-3,1.49,1.45,3.8,6.2,1,-2,2.3,,-0.67,0.95,3,2.6,-3,,,,0.63,3.04,1.1,-4,,-0.67,-5.85,,1.07,-2.2,1.4,-3,2.38,3.7,0.45,1.81,1.21,3,-1.1,,-8,4.4,,1.5,-1.7,-0.1,1.71,-0.85,4.19,3.68,-0.4,-3.4,1.28,-2.7,-4.67,0.2,3.3,3.1,-1.1,,2.616753245,13,14,38,2011
Miami,Oakland,3,-0.41,-1.12,-2,3.33,1.75,3,3,5.8,4.36,1,0.42,0.88,-4.57,4.5,3.33,4.11,1,5.35,1.43,-2.86,-1.46,5,3,2.9,,-5.99,4.72,0.56,0.01,3,,,,1.41,-1.64,-1.2,4,,-5.62,-4.41,,2.46,4.1,4,3,5.19,13.2,4.56,5.88,4.32,6,-1.1,,-3,3.7,,3,-8.2,1.8,4.85,-4.12,2.12,-1.55,4,1.75,-0.81,2.1,-8.29,2.8,5.5,4,0.5,,3.7909220445,13,34,14,2011
Minnesota,Denver,-1,-4.51,0.52,-4,1.01,-1.77,1,-2,-4.7,-2.98,-3,-3.66,-2.87,-4.64,0.33,-2.98,1.24,-1,-0.59,-1.38,-4.94,6.57,1,-1,-1.21,,-6.71,-2.36,0.53,0.7,1.5,,,,-2.9,-2.22,-5.6,-3,,-6.56,2.74,,-1.39,-1.5,-1,3,-0.69,-3,1.92,0.64,-0.7,1,-4,,1,-1.4,,-0.5,-0.6,1.4,-0.71,-5.48,-3.49,-2.27,-2.6,-1.06,4.87,0.7,-12.41,-4.3,-1.2,-6.3,-6.3,,2.8769136086,13,32,35,2011
N.Y. Giants,Green Bay,-6.5,-11.42,-4.66,-15,-8.7,-9.3,-8,-9,-6.7,-9.71,4,-10.12,-5.01,-7.14,-7.19,-12.3,-4.91,-9,-11.78,-9.86,-12.6,-7,-12,-6.5,-10.55,,-15.2,-10.32,-6.84,-10.5,-6.5,,,,-13.93,-12.04,-8.8,-6,,-9.38,-7.77,,-9.08,-12.3,-10.1,-1,-10.95,-8.2,-5.03,-9.16,-12.61,-10,-4.2,,-6,-11.3,,-8,-17,-3,-8.42,-9.94,-5.36,-4.02,-12.7,-7.33,-7.18,-5.6,-21.54,-11.34,-12.4,-6.5,-6.5,,4.0334706381,13,35,38,2011
New England,Indianapolis,20.5,24.26,17.86,27,26.96,23.27,21,23,19.6,26.26,8,23.73,19.19,21.1,20.84,25.48,15.99,19,27.08,21.59,26.8,7,30,20.5,27.73,,25.12,25.3,21,19,21,,,,27.64,22.12,19.6,17,,16.59,24.44,,24,30.4,20,15,28.46,31.4,15.8,25.79,27.65,27.5,19,,19,30.1,,23.5,28.9,13.8,28.39,28.12,19.61,15.03,24,15.69,11.93,17.6,31.9,20.15,25.9,27.9,26.8,,5.3869867064,13,31,24,2011
New Orleans,Detroit,9,2.51,4.82,4,9.62,5.21,6,6,4.9,5.85,3,4.33,9.17,6.66,4.79,5.9,4.99,5,4.3,4.15,3.8,11.41,6,8,4.74,,2.02,3.05,6.3,5.8,6,,,,5.41,5.58,6.3,7,,1.62,4.37,,4.99,-1,4.3,5,3.81,4.5,1.75,7.85,3.06,3.5,6.6,,2,8,,7.5,7.1,2.2,8.37,5.78,5.14,5.38,3.2,1.12,4.85,7.7,2.14,2.39,12.1,8.4,8.1,,2.3002903407,13,31,17,2011
Pittsburgh,Cincinnati,7,4.17,2.7,5,7.16,5.63,6,8,6.4,3.31,1,2.81,8.21,4.88,3.49,6.18,3.4,4,4.91,5.32,5.4,4.06,8,7,5.39,,4.41,3.93,7.01,4.6,7.5,,,,5.77,5.45,4.1,8,,4.54,3.53,,5.6,5.5,7.4,8,4.88,8.6,3.36,8.85,4.06,9,7,,7,6.6,,6,-4.5,5.7,8.27,8.36,6.6,6.79,4,0.01,10.27,5.9,3.76,4.05,10,9.1,6.2,,2.5339511587,13,35,7,2011
San Francisco,St. Louis,14,19.44,18.94,17,20.05,16.74,15,14,13.4,17.79,3,17.3,16.39,14.81,21.01,15.41,13.58,13,19.8,16.77,17.2,7,17,14,22.02,,17.89,21.59,17.23,13.8,13.5,,,,21.85,20.59,10.3,10,,15.09,15.49,,16.78,18,16.8,8,22.34,19.6,18.37,16.72,22.43,20.5,15.2,,11,20.7,,15,10,10.9,13.68,19.1,12.96,12.53,16.3,9.59,10.81,10.9,27.08,14.95,15.4,19.3,19.1,,4.4576292667,13,26,0,2011
Seattle,Philadelphia,-3,-1.12,-3.73,-1,-6.65,-1.95,-3,-1,1.7,-7.44,-13,-0.96,-1.5,-1.07,-1.51,0.06,0.52,-3,-2,0.82,-5,-5.15,-3,-3,0.21,,1.78,-4.01,0.54,0.2,-2,,,,-1.58,0.62,-1.7,-6,,0.78,-7.23,,-1.5,-5.4,1.2,-5,-1.74,0.6,-0.39,-0.91,-2.66,1,-1,,-7,1.1,,0.01,-0.9,,-3.85,0.11,1.02,0.35,-2.6,-1.76,-4.47,-1.5,-4.34,-1.02,-3.1,-5.4,-5.4,,2.8539839859,13,31,14,2011
Tampa Bay,Carolina,2,5.93,-2.73,6,3.22,4.07,2,7,8.3,2.97,-4,3.38,0.7,5.46,-0.07,4.61,0.72,2,4.36,5.49,5.49,5.19,7,2,4.8,,9.32,2.52,6.41,4.2,1.5,,,,6.24,4.13,3.9,4,,10.51,8.09,,4.34,1.2,8,3,3.33,10.5,3.03,4.75,2.8,4.5,6.5,,-2,4.8,,4.5,4.9,0.6,7.32,13.1,7.04,5.79,2.2,-1.19,0.94,3.1,4.31,3.65,5.5,5.1,3.2,,3.1079014797,13,19,38,2011
Washington,N.Y. Jets,-3,-6,-3.64,-5,-6.43,-3.74,-3,-1,-9.3,-3.46,1,-2.38,0.35,-1.23,-1.61,-1.62,0.41,-4,-5.16,-2.83,-7,0.93,-7,-3,-3.41,,-4.71,-7.4,-5.91,-1.2,-3,,,,-5.79,-4.34,-2,-2,,-5.99,-1.95,,-3.53,-7.2,-4.2,-1,-4.32,-2.4,-1.53,-3.12,-5.01,-2.5,-2.5,,-8,-3.6,,-1.5,-7.1,1.2,-4.2,-5.59,-7.32,-5.34,-5.7,0.33,-8.58,-2.9,-11.96,-5.93,-5.2,-2.1,-2.1,,2.7731483521,13,19,34,2011
Arizona,San Francisco,-3.5,-9.41,-1.73,-9,-6.93,-6.32,-4,-4,-4.8,-5.25,4,-6.38,-5.26,-4.29,-8.54,-4.4,-4.17,-6,-8.62,-5.22,-10,-9.13,-7,-4,-7.93,-5.35,-8.48,-10.45,-3.99,-4.6,-4,,,,-7.79,-7.96,-5,-2,,-7.98,-6.49,,-6,-10.3,-9.5,-3,-11.4,-6.4,-8.58,-4.91,-10.71,-8.5,-6.5,,-7,-7.2,,-6,-7.6,0.1,-3.78,-4.62,-3.58,-2.35,-9.7,-5.64,-4.6,-5.3,-17.46,-4.82,-6,-2.1,-2.1,,3.3948674454,14,21,19,2011
Baltimore,Indianapolis,16.5,23.96,21.67,24,24.24,20.65,16,17,12.5,15.91,10,20.4,21.03,15.12,20.38,21.23,14.93,16,24.27,20.26,28,7,19,17,25.87,18.07,26.23,23.9,21.27,18.2,16.5,,,,24.84,22.7,15.8,10,,15.31,21.95,,20.4,26.6,19.6,13,29.13,24,18.33,18.87,25.75,25,17.5,,19,25.6,,20,18.7,16.6,19.53,26.11,16.06,13.41,23,12.2,16.51,8.5,22.83,16.59,21.5,23.3,25.1,,4.8541745416,14,24,10,2011
Carolina,Atlanta,-3,-4.58,-5.06,-5,-8.79,-3.59,-3,-4,-6.7,-2.4,-10,-4.78,-0.84,-1.68,-0.72,-3.26,0.69,-4,-3.49,-1.75,-5,-7.27,-6,-3,-2.81,-2.71,-5.54,-3.71,-7.85,-1.2,-3,,,,-4.01,-4.16,-4.9,-1,,-5.69,-3.12,,-3.8,-4.3,-6.3,-2,-3.86,-4.3,-0.45,-4.11,-3.62,-3,-4,,-3,-3.8,,-2,-4.9,-3.2,-4.01,-7.9,-4.39,-2.08,-1.6,-0.63,-2.47,-0.1,-10.17,-2.29,-6.4,-4.7,-4.7,,2.3326679035,14,23,31,2011
Cincinnati,Houston,2.5,-3.28,-8.17,-4,-7.85,-3.68,-2,-5,-6.1,-5.01,-4,-4.7,-5.14,1.09,-3.79,-5.35,-1.58,1,-7.62,-1.05,-8,-7,-9,1.5,-2.9,1.1,-1.12,-5.97,-3.63,-2.1,3,,,,-5.29,-4.67,-8.3,6,,-2.55,-5.69,,-3.79,-3.4,-2.9,-3,-5.8,-13.6,-3.91,-3.34,-5.96,-8,-1,,-4,-5.5,,-0.5,-2.3,1.5,-5.63,-3.62,-3.06,-0.02,-5.2,-3,1.99,2,-8.6,-2.55,-2.3,2.4,2.4,,3.3851510077,14,19,20,2011
Dallas,N.Y. Giants,4.5,4.3,6.19,6,2.31,4.8,5,5,3.3,8.41,3,4.44,2.17,0.76,7.29,3.61,5.69,3,5.61,4.93,2,4.85,7,4.5,6.76,3.09,2.89,5.77,5.79,3.8,5.5,,,,5.07,5.24,4,3,,2.41,2.87,,5.24,6.8,5.3,2,7.28,8.1,5.65,6,6.81,6.5,3,,3,6.7,,5.5,-3,8.2,6.33,4.27,3.55,3.8,8.5,7.51,4.06,-2.6,3.89,2.43,4.1,6.1,5.3,,2.2742485193,14,34,37,2011
Denver,Chicago,3,0.4,0.77,-1,-5.07,0.42,-1,2,1.3,0.93,-8,0.1,2.05,6.86,-2.59,2.53,-0.59,1,-3.09,1.96,1,-3.07,-6,2.5,-0.62,3.2,2.73,-1.82,-2.47,-1,3.5,,,,0.15,-1.06,2.4,3,,1.76,-3.43,,0.77,-2.3,1.3,-1,-4.67,0.9,-0.99,0.87,-4.93,-3,4,,1,-0.4,,3.5,6,7.7,1.99,3.21,1.33,1.35,-1.2,-2.94,3.23,1.5,-2.49,2.39,4.2,4.2,3.5,,3.0640543052,14,13,10,2011
Detroit,Minnesota,10,12.66,13.54,15,13.1,10.5,9,10,8.7,9.83,4,8.4,6.38,8.79,11.29,6.46,8.9,7,11.72,9.33,10.45,7,12,10,14.78,10.68,12.63,12.72,9.73,8,7,,,,10.56,13.17,5.5,-2,,10.95,13.93,,10.2,13.9,9.9,7,16.59,9.4,9.9,8.86,14.76,16,10,,5,12.2,,9,14,8.2,10.11,12.43,8.12,7.54,14.3,10.96,6.82,4.3,15.79,5.61,10.2,12.9,13.2,,3.6204933763,14,34,28,2011
Green Bay,Oakland,11.5,14.19,11.33,20,14.93,13.52,11,13,13.5,12.64,7,12,13.92,9.1,12.69,13.6,10.63,10,17.23,13.56,10.34,10.94,17,11.5,16.97,8.7,16.33,14.93,10.65,14,10,,,,15.7,15.66,9,14,,9.76,10.34,,13.6,13.6,15.7,10,18.42,14.2,12.23,14.84,17.27,16.5,11,,8,15.4,,15.5,8.2,7.2,15.46,14.72,12.8,12.1,19.8,9.13,11.85,9.9,18.9,10.27,18.2,16.1,12.4,,3.2787105215,14,46,16,2011
Jacksonville,Tampa Bay,-3,1.07,2.14,-0.25,-0.75,1.94,1,2,4.4,2.15,1,4.11,1.21,-1.7,2.5,3.74,2.9,-2,2.52,2.7,3.04,-4.05,5,-2,3.91,0.09,-0.85,3.25,2.52,1.9,-1,,,,2.63,2.1,2.7,0.01,,-1.76,-4.95,,2.52,6.7,2.6,1,3.93,6.1,2.36,1.22,3.27,3.5,0.01,,-4,5,,3,3,-1.1,2.83,-0.42,3.63,2.85,1.6,1.12,-0.63,-4.9,-2.2,1.47,5.5,4,-2,,2.4723155276,14,41,14,2011
Miami,Philadelphia,3,3.75,2.05,3,3.16,4.66,3,7,8.5,6.45,1,5.05,1.48,3.15,5.7,8.63,4.66,2,3.85,5.81,-2,9.27,8,3,5.61,3.56,2.76,4.78,3.63,3.1,3,,,,6.87,4.96,9,-1,,0.53,-0.76,,4.66,4.1,8.3,-1,6.05,16,5.64,3.01,5.13,8.5,7,,-1,9.6,,4,5,-1.5,3.88,5.83,5.9,3.3,5.8,1.8,2.68,10.5,2.96,6.35,10.1,9.6,10.3,,3.2685438758,14,10,26,2011
N.Y. Jets,Kansas City,10.5,9.94,5.01,10,13.36,10.27,10,7,9.8,8.87,-1,8.1,12.4,5.39,12.87,6.53,9.36,7,12.41,8.29,7.56,7.75,13,10.5,13.73,8.34,6.72,14.2,8.78,7.1,8.5,,,,8.96,8.59,5.4,7,,5.46,16.31,,9.58,14.1,9.1,10,16.67,7.5,10.69,9.58,14.66,15,9.5,,7,12.7,,10.5,16,12.5,12.18,6.89,8.73,7.66,11.6,8.44,9.55,5.1,10.67,5.55,10.7,13.1,10,,3.381980398,14,37,10,2011
Pittsburgh,Cleveland,14,14.55,9.8,12,16.23,13.97,15,14,14.4,13.94,11,12.33,11.8,10.77,13.81,13.96,8.78,11,14.23,14.51,13,7,16,14,16.06,12.99,14.3,14.81,13.31,12.3,11,,,,17.79,14.04,11.7,10,,12.81,9.88,,13.98,16.9,17,12,16.41,17,12.55,16.66,14.71,15.5,13.5,,12,16.8,,14,,14.1,14.56,17.11,13.54,12.67,11.7,6.76,13.81,10.4,19.62,12.51,19.7,18.3,15.2,,2.7050617423,14,14,3,2011
San Diego,Buffalo,7,2.53,0.68,4,7.17,4.97,7,9,7.5,5.61,6,3.5,11.77,2.64,4.47,6.66,3.97,3,4.28,4.75,-0.56,6.35,11,7,3.13,3.55,2.49,2.57,5.95,2.6,4.5,,,,4.48,5.67,10.2,6,,1.99,-3.63,,4.48,4.8,6.9,7,4.03,16,3.87,6.96,3.61,2,5,,5,5.4,,6.5,-0.3,7.2,8.4,4.76,5.58,3.66,4.4,0.36,7.26,2.6,1.18,3.06,10.6,5.4,1.9,,3.1236396768,14,37,10,2011
Seattle,St. Louis,10,9.36,11.03,9,10.36,9.71,9,10,10.3,10.45,8,12.18,14.61,6.87,11.21,10.04,8.86,6,12.05,9.45,9,14.87,11,10,11.62,6.61,8.44,11.17,9.38,7.8,6.5,,,,13.08,11.46,8.4,6,,4.98,4.14,,9.5,9.9,10.9,5,12.5,16.1,8.32,10.14,11.73,13,5.5,,2,13.1,,9.5,8,8.6,7.9,11.88,8.17,6.04,11.1,7.39,4.61,6.2,16.01,7.79,9.8,11.5,12.1,,2.7796551985,14,30,13,2011
Tennessee,New Orleans,-3.5,-2.54,-1.59,-3,-2.71,-3.39,-4,-3,3.3,-5.03,-7,-2.8,-1.59,-4.46,-1.84,-1.84,-0.28,-4,-3.95,-0.36,-8.58,4.04,-5,-3.5,-4.71,0.39,-1.98,-3.18,-3.03,-2.7,-5.5,,,,-1.54,-3.2,-4.9,-2,,-2.62,-3.07,,-3.03,-6.2,-2.2,-4,-5.71,-4.3,-1.4,-5.19,-5.31,-4,-2.5,,-5,-6,,-3.5,-7,-3.4,-5.78,-2.96,0.72,-1.85,0.5,-1.62,-3.89,2.3,-6.19,-0.88,-7.3,-1.9,-1.9,,2.2559669216,14,17,22,2011
Washington,New England,-7.5,-9.84,-6.89,-11,-14.27,-10.18,-9,-10,-13.4,-12.6,-1,-9.55,-11.83,-8.11,-7.51,-10.64,-3.79,-9,-11.95,-8.17,-12,-16.81,-15,-8,-9.52,-6.24,-8.39,-11.6,-12.34,-7,-7.5,,,,-13.4,-10.4,-9,-7,,-9.32,-12.59,,-10,-9,-14.2,-4,-11.37,-13.7,-6.59,-10.26,-10.98,-10.5,-7.5,,-11,-11.3,,-9.5,-12.5,-4.4,-8.51,-11.3,-9.89,-6.37,-10.7,-4.76,-9.37,-7.5,-20.2,-9.65,-18.6,-16,-16,,3.6202886352,14,27,34,2011
Arizona,Cleveland,6.5,5.36,3.32,5,3.44,5.47,6,8,5.8,5.59,22,7.73,7.85,4.23,6.67,5.43,5.01,4,6.38,6.37,1.25,4,4,6.5,6.76,4.26,5.7,5.01,5.86,6.3,7,,,,7.1,4.69,6.7,5,,6.57,1.04,,5.4,0.2,6.1,2,5.89,5.3,4.45,3.52,5.04,4.5,5.5,,5,,,6.5,6,9.6,6.73,12.04,5.15,5.3,5.6,1.65,4.24,-1.2,6.47,4.58,6.4,5.2,9.3,,3.0603325767,15,20,17,2011
Atlanta,Jacksonville,12,8.41,7.75,8,10.54,9.33,10,11,9.1,10.42,3,7.65,13.35,9.51,9.67,9.56,6.87,9,9.42,9.15,6.5,9.87,9,11,10.16,6.41,9.1,7.76,9.94,6.3,11.5,,,,9.76,8.32,8.3,10,,9.05,8.42,,9.38,5.6,10.6,8,9.45,10.6,8.71,11.18,8.49,9.5,11,,8,,,9,,11.6,8.31,12.84,9.04,9.38,6,7.34,13.16,9.1,11.18,7.19,9.5,10.1,14.4,,2.0286414683,15,41,14,2011
Buffalo,Miami,1.5,1.52,0.98,2,-0.35,-0.44,-9,-2,-5.9,-2.81,6,-1.36,-6.83,3.09,-0.69,-2.82,0.73,-1,-1.79,-0.76,4.17,6.59,-5,1.5,2.46,-0.13,4.16,-0.89,-3.29,2,-1.5,,,,-1.04,0.14,-6.1,2,,3.46,12.02,,-0.72,0.8,-2.4,-1,-1.37,-8.6,0.35,0.27,-1.6,-1,0.01,,-4,,,-0.5,9.6,0.5,-2.79,-0.49,-1.71,1.57,-0.2,1.11,-1.47,-0.9,-0.05,-1.5,5,1,-3.1,,3.5432882801,15,23,30,2011
Chicago,Seattle,3.5,6.21,8.63,6,12.77,5.59,5,5,3.1,0.84,7,2.03,7.4,1.07,6.85,3.6,5.11,3,6.2,6.28,3.64,13.1,10,4,8.27,4.79,5.65,6.78,9.35,5.7,4.5,,,,6.29,6.66,1.4,6,,4.69,13.34,,5.65,8.9,5.6,5,8.77,2.5,7.64,4.42,7.75,6,5.5,,-1,,,2.5,5.1,2.4,4.71,4.57,8.22,8.74,5.9,5.51,5.65,4.9,5.4,2.6,1,1.2,4.3,,2.7865083552,15,14,38,2011
Denver,New England,-7.5,-3.26,-5.05,-5,-13.08,-5.36,-6,-5,-3.7,-10.05,-6,-4.84,-3.87,-3.08,-5.22,-4.16,-2.83,-6,-6.81,-2.48,-5.83,-16.39,-10,-7,-4.63,-4.23,-0.06,-6.48,-4.9,-3.9,-6.5,,,,-5.62,-3.25,-1.6,-7,,-0.1,-16.59,,-4.95,-4.5,-6.8,-6,-7.66,-7.4,-4.13,-3.61,-7.58,-7,-0.5,,-9,,,-5.5,-4.5,-4.9,-3.65,-0.9,-1.91,0.28,-5.5,-5.22,-6.61,-7.1,-9.38,-3.43,-9.7,-3.9,-3.9,,2.9140601832,15,23,41,2011
Houston,Carolina,6,14.5,7.61,16,13.62,12.15,10,13,16,12.94,-3,13.32,13.44,8.68,12.68,12.54,9.32,7,14.58,12.32,15.5,9.3,18,7,15.6,9.45,14.48,14.9,15.45,10.1,5,,,,15.42,14.84,10.3,5,,14.13,16.32,,12.97,15,15.1,9,15.93,15.1,13.04,11.18,14.61,15,11.2,,5,,,10,9.9,5,12.67,17.28,13.16,8.63,16.6,7.04,5.07,4.6,18.17,11.09,7.1,7.9,7.2,,4.2693754124,15,13,28,2011
Indianapolis,Tennessee,-6.5,-13.1,-9.88,-13,-9.58,-9.31,-7,-7,-9.5,-6.35,-8,-9.88,-7.97,-6.07,-8.38,-10.31,-4.86,-7,-9.82,-8.4,-12.66,-7,-7,-6.5,-9.22,-6.46,-16.41,-11.95,-7.46,-6.5,-6.5,,,,-12.37,-10.72,-6.2,-5,,-5.75,-11.05,,-8.45,-11.6,-13.4,-3,-12.9,-8.6,-4.78,-7.12,-11.87,-11,-6.5,,-6,,,-8.5,-13.6,-8.4,-5.6,-14.15,-9.78,-3.56,-10.6,-6.22,-4.88,-7.9,-25.99,-8.36,-8.7,-12.3,-12.3,,3.713913141,15,27,13,2011
Kansas City,Green Bay,-13.5,-15.3,-8.94,-19,-16.66,-14.54,-14,-11,-12.6,-14.57,-4,-14.2,-15.41,-10.45,-13.87,-12.94,-9.4,-13,-17.68,-12.36,-17,-7,-17,-13.5,-17.09,-11.21,-17.13,-17.27,-11.04,-14,-14,,,,-16.3,-15.8,-12.5,-12,,-7.61,-19.56,,-14.54,-15.1,-15.8,-8,-21.4,-16.5,-10.24,-12.82,-20.31,-20,-12,,-9,,,-14.5,-21,-8.7,-15.35,-11.54,-9.34,-6.69,-14.5,-10.43,-13.6,-10.8,-25.39,-10.16,-13.8,-16,-16,,4.1151778147,15,19,14,2011
Minnesota,New Orleans,-7.5,-11.02,-5.01,-15,-6.28,-9.23,-8,-8,-9,-9.97,-4,-10.47,-11.4,-6.94,-8.1,-8.04,-5.47,-8,-9.31,-6.74,-13.81,2.46,-11,-7.5,-10.31,-6.94,-11.41,-10.71,-8.5,-7.5,-7,,,,-8.91,-11.02,-9.2,-5,,-10.4,-11.97,,-9.2,-7.8,-11.2,-5,-12.25,-12.1,-5.32,-6.41,-11.68,-10.5,-9.6,,-7,,,-9.5,-11.5,-4.8,-9.96,-12.45,-6.57,-5.53,-9.5,-6.06,-5.87,-2.9,-20.95,-7.58,-11,-9.2,-9.2,,3.0959596232,15,20,42,2011
N.Y. Giants,Washington,6.5,7.8,5.28,9,5.88,7.16,7,8,8.9,4.36,10,5.79,8.13,5.94,5.78,7.02,4.91,5,7.79,6.62,8.67,4.7,9,6.5,8.58,4.05,8.52,7.07,7.99,7.1,7.5,,,,8.48,8.13,6.3,4,,9.23,3.76,,7.64,6,9.7,5,7.5,7.3,5.44,7.22,6.36,8.5,10.6,,8,,,8,4.5,8.9,9.08,11.26,9.26,7.82,7.6,4.55,9.29,5.6,9.2,6.41,10.1,7.9,9.9,,2.0422387945,15,10,23,2011
Oakland,Detroit,-1,-2.34,-2.71,-3,-3.5,-2.24,-1,0.01,4,-1.53,1,-1.81,-2.58,-1.06,-3.75,0.63,-1.86,-2,-4.26,-0.1,4.15,-10.13,-3,-1,-3.05,-2.79,0.61,-5.46,2.02,-0.4,1,,,,-1.71,-1.48,0.4,-5,,0.51,-3.04,,-2.37,-7.4,-0.9,-4,-7.02,-2,-2.45,0.8,-6.83,-6,3,,-2,,,-2.5,-7,-3.8,-1.83,1.08,2.43,1.76,-3.9,-7.93,3.99,-5.7,-5.69,-1.31,-2.8,-2.4,-2.4,,2.7658028483,15,27,28,2011
Philadelphia,N.Y. Jets,3,-2.38,-4.62,-3,-1.33,-0.74,1,1,-2.2,-2.34,4,-2.53,-0.37,-0.77,-0.06,-0.64,1.22,-1,0.81,-0.5,3.84,0.78,-2,2,-0.67,0.34,-3.26,-1.71,-1.33,1,1,,,,-2.16,-2.31,-1.2,5,,-1.39,-2.3,,-0.72,0.4,-4.3,2,-1.28,-0.6,0.01,0.21,-1.36,-1.5,0.01,,-4,,,0.01,-4.4,5,1.13,-1.26,-2.22,-2.83,-1.5,-0.98,3.96,1.2,-8.65,-2.47,1.7,2.7,0.9,,2.4200923548,15,45,19,2011
San Diego,Baltimore,-2.5,-4.91,-2.04,-7,-1.71,-3.25,-1,2,2.6,-5.84,7,-3.52,1.95,-5.36,-3,-2.55,-0.8,-4,-4.47,-2.76,-10.66,-1.88,2,-2.5,-3.67,-1.63,-4.63,-5.41,-2.93,-4.8,-2.5,,,,-4.51,-4.96,-0.4,1,,-4.67,-9.15,,-3.48,-1.1,-6.1,-1,-5.53,5,-5.48,-0.54,-5.42,-3.5,-3,,-10,,,-1,-3.9,-4.1,1.96,-3.68,-1.28,-3.46,-5.7,-2.35,-0.58,-2.6,-12.36,-4.07,-1.6,-4,-4,,3.30665538,15,34,14,2011
